route_number,n_days,mean_kg,std_kg,p10,p50,p90,cv,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6
PAW01,356,27409.94382022472,5438.244434746032,21750.0,26750.0,34170.0,0.1984040708151093,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW02,356,31216.3202247191,7940.948408872741,24180.0,29230.0,40960.0,0.25438451270706103,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW03,350,29406.942857142858,6470.267999935914,23308.0,28340.0,37292.00000000001,0.22002518355505649,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW04,353,28802.039660056656,5489.111155962642,23220.0,28120.0,36176.0,0.19058064014733894,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW05,354,28685.93220338983,6090.902318612628,22666.0,27950.0,35568.0,0.2123306391239697,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW06,314,26204.649681528663,5739.544574407742,20366.0,25470.0,34154.0,0.21902771623211117,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW09,347,6314.0345821325645,2804.72276745293,3992.0,5440.0,9468.0,0.4442045305532101,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW10,154,22298.7012987013,6161.366742242876,14622.0,23570.0,27810.0,0.27631056444537067,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW50,349,27579.501432664758,5793.346984209728,22016.0,27260.0,34120.0,0.21005988807862105,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW51,352,31227.670454545456,9908.83649636037,23166.0,28380.0,47418.0,0.3173094999444012,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW52,351,26399.373219373218,4892.887976326534,21320.0,26300.0,32500.0,0.18534106608015533,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW53,353,27037.73371104816,6454.174078157594,19848.0,26560.0,35620.0,0.23870987661662962,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW54,355,26842.25352112676,5357.574868036744,22256.0,26740.0,32804.0,0.19959482402697493,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW55,284,24673.591549295776,6784.142166482948,17480.0,24550.0,31288.0,0.2749555999145401,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW56,81,16600.74074074074,7073.119852260701,6100.0,17840.0,24000.0,0.4260725447571258,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW59,250,7322.48,2643.0240547934604,5560.0,6730.0,9326.0,0.3609465720348107,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW60,331,24490.996978851963,4742.765326517337,19260.0,24300.0,30260.0,0.19365342009607556,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW61,347,25065.10172334294,5030.071760172042,20204.0,25100.0,29628.0,0.20068028511081498,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW62,354,23993.813559322032,4459.7152285561515,18606.0,24110.0,28802.0,0.18586937910182566,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW63,352,24651.079545454544,4754.015603500568,19388.0,24710.0,29240.000000000007,0.19285222761682946,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW64,350,24642.628571428573,4103.528421534894,20480.0,24920.0,28482.0,0.16652153846496115,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW65,297,27269.542087542086,5998.866726792987,22084.0,26600.0,33952.0,0.2199841386237846,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW67,32,16731.875,6530.4346728322025,8778.0,17840.0,21340.0,0.39029903539395333,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW69,352,7019.318181818182,1870.8663352417357,5440.0,6700.0,9172.000000000004,0.26653106281572403,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW70,347,28180.749279538904,6886.310497597936,21060.0,27240.0,36560.0,0.2443622215040909,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW71,354,33256.9209039548,8414.313305076792,24638.0,32550.0,43403.99999999999,0.2530093910190041,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW72,351,40074.70085470085,8050.039954397695,31080.0,40000.0,48380.0,0.20087585890122514,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW73,355,38211.23943661972,7365.164466052315,28612.0,38060.0,47492.0,0.1927486408356049,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW74,355,28821.087323943662,6368.539787822332,21576.0,28120.0,37092.0,0.22096806120605822,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW78,144,23133.958333333332,7458.772487429201,12770.0,23620.0,30062.000000000004,0.3224166128406128,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW79,348,8029.827586206897,2619.350948960244,5640.0,7260.0,11258.0,0.3262026389532436,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW80,352,26263.977272727272,5804.772580044345,19148.0,26480.0,33246.000000000015,0.22101650941009868,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW81,351,24702.10826210826,5424.639774712115,18900.0,24740.0,30580.0,0.21960229941317308,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW82,357,25368.459383753503,6152.199308190496,19304.0,24880.0,32044.000000000004,0.24251371418047143,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW83,357,24545.01400560224,5106.600356877308,19128.0,24620.0,30108.000000000004,0.20805041527830292,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW84,319,23106.025078369905,4294.852156174208,17292.0,23560.0,27712.0,0.18587585452742889,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW85,350,23483.314285714285,5426.556200133295,17040.0,23580.0,29144.000000000007,0.23108135990133458,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW87,341,3719.5307917888563,2538.751849958306,1940.0,3220.0,5740.0,0.6825462651264487,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAW88,88,18212.727272727272,6165.054786655674,10818.0,17670.0,25816.0,0.3385025589159051,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF10,327,17015.963302752294,3647.3199975178104,12696.0,17040.0,21148.000000000004,0.21434695953580626,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF11,345,16483.130434782608,3332.0943808044335,13208.0,16180.0,20168.0,0.20215179355573543,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF12,41,16693.658536585364,3676.961895435933,12380.0,16740.0,20460.0,0.22026099835321322,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF13,345,16041.971014492754,4980.129662232275,11096.0,15340.0,21640.0,0.3104437514400874,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF14,203,12505.960591133005,4727.3409977840965,8364.0,11220.0,18804.000000000007,0.37800702819548965,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF19,263,10750.96577946768,1779.0120668334398,9112.0,10560.0,12732.0,0.16547462835673962,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF20,353,17685.68271954674,3294.782582004995,13892.0,17540.0,21648.0,0.18629660128209266,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF21,347,16777.23342939481,4993.90210355787,12052.0,15660.0,22892.000000000004,0.2976594516953091,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF22,347,16672.79538904899,3151.5710315148995,13052.0,16600.0,20744.000000000004,0.18902475307679426,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF23,156,13016.28205128205,4633.952568839741,8180.0,12720.0,18450.0,0.35601199717267307,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF24,342,10032.397660818713,3248.183175424205,6242.0,10090.0,13018.0,0.3237693804851761,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF30,315,20397.777777777777,6308.164269205049,13984.0,19180.0,29848.0,0.3092574268593825,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF31,50,17041.6,5225.642958194773,11514.0,16030.0,24220.000000000004,0.3066403951621194,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF32,345,15079.014492753624,3908.1438766805727,11288.0,14360.0,18708.0,0.2591776722914267,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF33,340,17641.529411764706,5257.549258225946,13052.0,16740.0,23422.000000000004,0.2980211712664671,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF34,31,12876.129032258064,4183.3397163983345,8180.0,13160.0,17520.0,0.3248910993294628,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF39,345,9954.028985507246,3885.8946246702467,7040.0,8940.0,14556.000000000005,0.390384097768651,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF40,355,21628.50704225352,6507.416609425173,15000.0,20140.0,31960.0,0.30087220522028,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PF41,353,23850.594900849857,7177.196522959257,14820.0,23620.0,32700.000000000004,0.30092316576571077,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH10,348,22344.77011494253,12690.135005584803,16954.0,21460.0,26046.0,0.5679241692935825,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH11,352,20703.295454545456,4415.709903553894,15284.0,20700.0,25714.000000000004,0.21328536383247212,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH12,352,21684.63068181818,3866.9063261967117,17702.0,21540.0,25810.000000000004,0.17832474912468674,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH13,24,16180.833333333334,4201.682806423767,11678.0,15630.0,21854.0,0.25967035936079313,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH14,155,12317.032258064517,4313.243750913784,7340.0,12280.0,17772.0,0.3501853092971896,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH19,267,12576.104868913857,2214.9471293811157,10544.0,12400.0,15224.0,0.1761234621107617,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH20,348,21173.53448275862,8978.946292323024,15942.0,20170.0,25836.0,0.42406459344964265,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH21,356,25456.573033707864,8478.783632384537,17740.0,23170.0,39430.0,0.33306854073238795,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH22,72,22914.722222222223,4345.76043110635,17980.0,22940.0,27060.0,0.18964927390182026,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH23,219,21458.812785388127,6292.797722095628,14392.0,21360.0,27056.0,0.29325004067236005,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH24,225,8248.444444444445,3933.1832094030615,3732.0000000000005,7740.0,12080.0,0.4768393890380348,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH30,354,22474.12429378531,7282.7102826485225,14986.0,20190.0,33896.0,0.32404867871369675,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH31,354,24677.401129943504,4417.792768278612,20078.0,24390.0,29210.0,0.17902179994627035,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH32,353,24775.240793201134,5410.800857725915,19400.0,23900.0,30592.0,0.21839549019482213,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH33,44,17765.454545454544,3833.9835707970446,12910.0,17480.0,21812.000000000004,0.21581117223808974,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH39,334,5895.688622754491,5241.980516425533,1800.0,4380.0,14377.999999999996,0.8891209919387597,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH40,353,23664.13597733711,5303.011998306712,18320.0,23060.0,28836.000000000004,0.2240948920926312,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH41,357,24345.01400560224,7252.062613400388,18132.0,22960.0,32392.00000000002,0.29788697643515644,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PH42,326,33946.44171779141,9010.198883213083,21450.0,36220.0,43580.0,0.2654239568941571,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM10,353,22830.70821529745,11002.522737957821,16860.0,22520.0,27176.0,0.48191771513183757,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM11,352,22776.02556818182,4501.448830636973,17404.0,23140.0,26712.000000000004,0.19763978650100883,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM12,353,22337.110481586402,4536.6374251160605,17628.0,22440.0,26952.0,0.20309866976106145,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM14,129,12262.32558139535,5596.4065635386605,5352.0,11440.0,20476.0,0.45639030919466395,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM19,262,9187.93893129771,3072.2190409111104,5280.0,8940.0,13228.0,0.3343752134056891,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM20,358,24919.608938547484,7617.794211066672,17642.0,23540.0,34622.0,0.3056947735356676,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM21,353,24616.827195467424,5043.772613574101,19024.0,24160.0,29620.0,0.20489125481218742,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM22,353,22900.84985835694,4842.644417826596,17948.0,22200.0,28660.0,0.21146134085759377,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM23,219,20561.0502283105,5452.364464134723,14292.0,20480.0,26324.000000000004,0.2651792784702877,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM24,162,8517.901234567902,6232.522836656071,2558.0000000000005,6910.0,17130.0,0.7316970066948935,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM30,358,31246.703910614524,8573.03019990272,21470.0,29970.0,42872.0,0.27436590510240844,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM31,353,22549.971671388103,5027.81063970598,17584.0,22220.0,27336.000000000004,0.22296305791307827,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM32,346,22379.017341040464,4871.433936409264,17060.0,22640.0,27140.0,0.2176786345071386,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM33,27,19757.777777777777,4781.500676351381,13696.0,21080.0,25120.0,0.24200599531640102,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM39,188,6971.223404255319,6340.915274364464,2128.0,4500.0,19230.0,0.9095842876723607,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM40,357,29435.686274509804,13878.583954260504,22036.0,27680.0,37952.00000000001,0.47148837723137565,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM41,346,23526.93641618497,5996.385421525339,17630.0,23190.0,27970.0,0.25487319366410255,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PM42,360,30480.11388888889,8788.733544469535,21596.0,28880.0,43018.00000000001,0.28834319899550465,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PS39,22,3384.5454545454545,6086.750424974786,742.0,1470.0,4366.000000000003,1.7983952370325718,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT10,356,15164.662921348314,5537.274424757365,10000.0,13970.0,21410.0,0.36514325794621993,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT11,350,17897.742857142857,5551.313202459122,12112.0,17310.0,23600.000000000004,0.31016834059852605,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT12,46,23894.347826086956,5506.858209813938,15480.0,25240.0,28470.0,0.23046698114111136,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT14,215,10009.302325581395,3530.4166941510407,5688.0,9680.0,14076.0,0.35271356377438373,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT19,282,6698.22695035461,2239.594137000759,4942.0,6140.0,8932.0,0.3343562637695029,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT20,351,13521.196581196582,4104.585553268755,9400.0,12580.0,18600.0,0.3035667389805461,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT21,349,14809.054441260745,5716.203473401421,9632.0,12920.0,24415.999999999996,0.38599381858405685,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT22,76,16601.052631578947,6147.274209804401,9920.0,16310.0,24990.0,0.3702942425536859,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT23,216,11348.657407407407,3299.665318228042,8200.0,10790.0,15590.0,0.2907538045931592,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT24,246,5221.138211382114,3477.852305427974,2030.0,4500.0,8720.0,0.6661099868695746,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT30,351,22070.19943019943,8132.1864721154025,13280.0,20660.0,33180.0,0.36846909779110765,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT31,354,16135.649717514125,5113.041953533886,11440.0,15270.0,21854.0,0.3168785913829075,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT32,188,18435.63829787234,5379.617317067974,13230.0,17510.0,24546.000000000004,0.29180531914041924,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT39,347,7940.057636887608,6848.947853639322,4016.0,6520.0,11992.000000000013,0.8625816293600627,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT40,353,19835.354107648724,4437.4540909073785,15380.0,19340.0,25252.0,0.2237143872917423,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT41,356,20209.157303370786,10393.828849904228,14490.0,18750.0,26290.0,0.5143128282825821,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PT42,347,22544.521613832854,15170.079811117923,15908.0,19480.0,29876.000000000004,0.6728942876219594,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW10,353,22871.784702549576,4422.143073511556,18320.0,22800.0,26732.0,0.19334490644355395,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW11,348,23632.873563218393,4892.819395030096,17618.0,23930.0,28606.0,0.20703446755815408,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW12,349,23283.610315186248,4542.0821124980675,18616.0,23340.0,27756.0,0.19507636706733533,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW13,37,18564.864864864863,7716.0459151410305,11620.0,15980.0,31324.0,0.4156262903773739,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW14,200,15914.5,5419.732767058874,9906.0,15610.0,23030.0,0.34055312872279203,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW19,263,12886.007604562737,2839.408945581332,9860.0,12540.0,16348.0,0.2203482283043152,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW20,353,20884.617563739375,4507.785869701111,15704.0,20360.0,26336.0,0.21584239481251938,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW21,353,21680.96317280453,11901.275054938404,16024.0,20500.0,27008.0,0.5489274143441534,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW22,316,26837.974683544304,4351.339404738507,22080.0,26890.0,31550.0,0.16213367275461846,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW23,224,18344.10714285714,5235.735873870578,12690.0,18120.0,24914.0,0.28541786379116724,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW24,216,8730.092592592593,3975.0772396463162,4340.0,8130.0,13500.0,0.4553304787419018,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW30,351,22108.71794871795,4458.315929033846,17240.0,22040.0,26540.0,0.20165420443533122,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW31,347,21383.112391930837,4750.296077969457,16456.0,20820.0,26848.0,0.2221517612076919,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW32,323,36653.57894736842,16832.323341250314,21708.0,29260.0,55616.0,0.4592272794266604,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW33,66,23985.757575757576,5126.27231804826,18160.0,24080.0,30510.0,0.21372150960240618,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW39,255,20334.352941176472,10420.484797659328,8308.0,19980.0,34832.0,0.5124571619172671,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW40,352,25994.31818181818,6886.785528707491,20044.0,24690.0,34388.000000000015,0.2649342629622991,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PW41,356,38976.143258426964,10363.262347525748,25490.0,39520.0,49480.0,0.2658873218628455,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAS33,177,18925.19209039548,5295.817974563493,13788.0,18200.0,24828.0,0.2798290209826254,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAS34,137,15757.48905109489,4656.13748678399,11120.0,14530.0,22758.0,0.2954872741263599,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAS35,179,23257.569832402234,7659.2109833160985,13640.0,22810.0,34084.0,0.32932120761152595,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAS41,175,21107.245714285713,4606.201403576704,16526.8,20600.0,26615.999999999996,0.21822844467381908,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAS42,172,12428.447674418605,3100.717333086355,8900.0,12230.0,15968.0,0.24948548799610284,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAS43,176,18044.38068181818,5410.4757739008055,11730.0,17790.0,25216.5,0.29984269725325025,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU10,177,20678.53672316384,6848.133787760295,14120.0,18460.0,33744.00000000001,0.3311711016809569,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU11,135,21306.977777777778,11870.66251182518,12812.0,17940.0,41644.000000000015,0.5571255874780021,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU12,178,19253.213483146068,4017.764598909021,14314.0,18720.0,24592.0,0.20868020823776265,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU13,158,21533.41139240506,5627.667514850516,15442.0,20900.0,27878.000000000004,0.26134584122771287,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU15,67,21802.44776119403,4366.945841007234,16240.0,22206.0,27056.0,0.2002961267853566,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU16,64,22289.5625,5261.479705790419,16720.4,21090.0,28610.200000000004,0.23605127762334585,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU20,177,21746.101694915254,6758.7158418229465,14796.0,20140.0,31752.0,0.31080126160742144,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU21,177,24608.090395480227,7148.918671631424,17816.0,22230.0,34052.0,0.29051090745929914,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU22,178,21681.03370786517,6331.968203662325,15232.0,20480.0,30058.0,0.29205102897678237,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU23,113,19931.734513274336,5051.903315331648,15788.0,19140.0,28887.999999999996,0.2534602952877548,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU24,97,22161.98969072165,7924.850540776311,13172.0,19900.0,32864.0,0.357587502357432,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU25,64,30694.40625,10386.820404630835,17980.0,33790.0,42902.0,0.3383945700083654,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU26,66,23105.348484848484,4851.244092593233,18836.5,22440.0,27820.0,0.20996195299865203,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU50,110,18436.245454545453,3050.4498064659488,14874.0,18080.0,21858.0,0.1654593834729978,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU51,109,19909.77981651376,4614.437820094099,15072.0,19860.0,24012.0,0.23176739585370743,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU52,109,24297.688073394496,7110.92697725655,15360.0,23820.0,33968.0,0.29265858363878167,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFAU53,110,21383.71818181818,6740.117490239706,14350.0,20580.0,27568.000000000004,0.31519857458515277,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS33,179,20605.117318435754,6452.295362211439,12916.0,20160.0,28774.0,0.3131404331504805,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS34,176,21705.80681818182,6505.305035752114,14600.0,20048.5,30570.0,0.29970344296545387,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS35,176,18395.625,6053.785398645804,12435.0,17115.0,26655.0,0.32908832391646403,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS40,177,19256.514124293786,6547.430357423495,12016.0,17720.0,28484.000000000004,0.3400111938828708,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS41,177,29458.18079096045,6685.688420821803,19560.0,31160.0,36481.0,0.22695523760494324,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS42,177,21362.350282485877,6384.562017922292,14860.0,19580.0,30764.0,0.2988698309640927,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBS43,49,15313.285714285714,4047.4606699756823,11816.0,14800.0,20468.0,0.26431039983795374,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU10,178,23060.43820224719,4032.3387304890944,18658.0,22890.0,26674.000000000004,0.1748595883184974,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU11,178,23087.460674157304,5830.38956757987,17276.0,21830.0,29946.0,0.252534899782463,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU12,113,20495.522123893807,6017.379551137903,15772.0,18880.0,30427.199999999997,0.2935948406077835,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU13,177,21191.361581920904,5867.864539581609,15636.0,20560.0,27908.000000000004,0.27689889188563,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU14,64,21738.34375,4199.5690868089005,17152.4,21112.0,27850.0,0.19318716895388593,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU15,66,19040.257575757576,3878.7982052756256,15970.0,18370.0,21390.0,0.20371563724086308,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU16,64,20335.6875,3999.216990326267,16206.0,19890.0,26994.0,0.19666003376213698,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
