route_number,n_days,mean_kg,std_kg,p10,p50,p90,cv,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6
OW15,90,13400.444444444445,7864.092183314322,7176.0,11510.0,20240.0,0.5868530865462911,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW16,79,11753.164556962025,6721.352035901895,5828.0,9820.0,18384.000000000004,0.5718759405883141,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW17,59,12077.28813559322,8223.856346547518,2092.000000000001,11180.0,20368.0,0.6809356748151785,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW2,141,12962.056737588653,7277.317747409262,6640.0,11040.0,21080.0,0.5614323324404048,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW20,90,17205.11111111111,7569.134580790748,10554.0,15620.0,26448.000000000004,0.43993523389119993,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW21,92,18076.956521739132,10417.49666615246,10282.0,15570.0,28040.000000000007,0.5762859834079095,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW22,94,17668.936170212764,11630.930072009201,8684.0,13690.0,30980.0,0.6582699693950587,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW23,90,15696.0,9850.340415038196,9120.0,13760.0,22822.000000000015,0.6275701079917301,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW24,93,17488.924731182797,9358.324759778878,9684.0,14140.0,28711.999999999996,0.5351000649624251,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW25,89,14886.516853932584,9273.750724628824,6800.0,11800.0,27004.0,0.6229631024922374,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW26,21,18436.190476190477,5897.883074621331,11360.0,17660.0,28600.0,0.3199079051736955,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW3,145,11868.0,5955.805011359366,6220.0,10880.0,19372.0,0.5018372945196635,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW30,23,15522.608695652174,6406.926094179999,8524.0,14920.0,25464.000000000004,0.41274802578606234,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW31,22,16128.181818181818,5517.013198464784,11418.0,16140.0,20386.000000000004,0.3420728548735281,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW32,20,20398.0,13828.594174467093,9262.0,17280.0,42936.0,0.6779387280354492,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW33,24,20040.0,13293.396857086604,9262.0,16210.0,34332.0,0.6633431565412476,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW34,20,23339.0,13733.52789421031,13396.0,18700.0,48380.00000000001,0.5884368607999619,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW36,22,13576.363636363636,8255.453923347855,8224.0,10800.0,20292.00000000001,0.6080754865195287,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW4,146,10636.712328767124,7606.449632596423,4520.0,8560.0,17640.0,0.7151128466664162,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW5,148,11664.594594594595,6718.146041065662,5556.0,9810.0,19698.0,0.5759433803364987,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW6,131,11685.801526717558,5977.204125701694,6120.0,9780.0,19420.0,0.511492866966451,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW7,96,11622.083333333334,5822.740522553145,6620.0,9940.0,17700.0,0.5010066057479492,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
OW8,63,12048.57142857143,6257.2319081262885,6252.0,10200.0,20672.000000000004,0.5193339264510791,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF01,356,21689.94382022472,3408.602042503478,18120.0,21550.0,25280.0,0.15715126192835677,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF02,354,23033.050847457627,3881.0127270823896,18940.0,23200.0,26894.0,0.16849755391873208,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF03,355,22481.12676056338,4245.9566506697365,18004.0,22360.0,27156.000000000004,0.1888676086341916,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF04,353,21836.770538243625,3760.0280759399698,18112.0,21500.0,25516.0,0.1721879189669956,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF09,352,8690.326704545454,1163.143627454604,7462.0,8680.0,9956.000000000002,0.13384348678700705,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF10,333,19165.045045045044,6103.449430673128,13460.0,18460.0,24360.000000000004,0.31846778425658445,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF50,352,21984.772727272728,4885.821798741194,16642.0,21740.0,27294.000000000007,0.22223662984153547,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF51,349,21688.194842406876,4405.658640190062,16684.0,21800.0,26300.0,0.20313625325680348,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF52,354,23783.5593220339,8492.790596217586,15240.0,21030.0,37354.0,0.35708661101660993,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF53,351,18727.521367521367,4536.098809578164,13460.0,18380.0,24380.0,0.2422156525980527,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF54,356,20475.449438202246,4733.220988311962,15910.0,20290.0,24730.0,0.231165670018501,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF56,185,19813.945945945947,10286.991685222893,11328.0,16740.0,32944.0,0.5191793554543169,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF59,261,7856.858237547893,1437.058191309847,6680.0,7640.0,9560.0,0.18290494086327685,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF60,354,23107.197740112995,3478.0711189772182,19632.0,23180.0,26648.0,0.15051894903463142,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF61,349,22456.24641833811,4015.851058083792,17948.0,22920.0,26224.0,0.1788300227594754,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF62,351,21169.40170940171,3359.7954760707735,17160.0,21200.0,25300.0,0.15870998728219268,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF63,356,20639.887640449437,3695.8245170163596,17120.0,20390.0,25220.0,0.17906224013416588,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF67,295,20022.033898305086,5746.62858264515,14368.0,19380.0,26376.000000000007,0.2870152259172639,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF69,353,8789.15014164306,2476.7469414642533,7084.0,8560.0,10356.0,0.28179595314106737,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF70,349,17035.41547277937,3929.624248933463,13208.0,16620.0,21596.0,0.23067381333977735,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF71,352,21526.761363636364,4036.3664190477493,17704.0,21110.0,25210.000000000004,0.1875045832888777,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF72,349,20779.312320916906,3287.075629249383,17188.0,20840.0,24048.0,0.1581898177612231,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF73,355,23044.225352112677,3647.7537635775875,18836.0,23320.0,26688.0,0.15829361620277527,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF78,280,16240.57142857143,5571.831583885206,10788.0,15230.0,22280.0,0.34308100600960945,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF79,357,8610.896358543418,1291.281169789523,7352.0,8480.0,10040.0,0.14995897244871154,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF80,348,18019.367816091955,3512.0999001597106,13454.0,18240.0,22162.0,0.19490694324044358,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF81,350,18987.485714285714,3667.6924451606033,14474.0,18850.0,23170.000000000004,0.19316367108053292,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF82,349,19304.011461318052,3530.7916405621645,15600.0,19240.0,23908.0,0.18290455575191036,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF83,352,18271.74431818182,3686.7457855332405,13728.0,18390.0,22712.000000000004,0.20177306125418135,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF87,355,10849.070422535211,5809.422502401663,8988.0,10540.0,12072.0,0.5354765225170431,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAF88,257,16890.19455252918,4277.602684638497,11520.0,16900.0,22048.0,0.2532595270785651,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH01,355,25045.74647887324,4844.984673785646,19716.0,24540.0,29836.000000000007,0.19344540909860766,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH02,349,24926.70487106017,3831.5300770859303,20712.0,25240.0,28404.0,0.15371185629651055,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH03,353,24954.050991501415,4482.141808396329,20684.0,24840.0,28916.0,0.17961579905093603,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH04,352,22214.94318181818,3816.030738221733,18262.0,21970.0,25896.0,0.1717776501604993,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH05,354,23163.27683615819,3700.533381227752,19632.0,23100.0,26454.0,0.15975863032691337,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH06,347,20117.809798270893,4805.068114211896,14944.0,20000.0,24848.0,0.23884648291211535,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH09,353,4635.070821529745,1710.2071771338299,3124.0,4020.0,7068.000000000001,0.3689710994684215,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH10,122,16794.590163934427,5707.626932670624,8504.0,17600.0,23018.0,0.33984913456998067,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH50,349,25310.716332378222,4619.113066366334,20724.0,24940.0,30156.0,0.1824963389304564,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH51,354,26732.598870056496,5027.550896239276,22164.0,26300.0,30320.0,0.18806816803250268,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH52,348,23983.189655172413,4396.160415203694,19334.0,24400.0,28246.0,0.18330174086146137,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH53,356,28468.314606741573,7765.975082527236,19730.0,27670.0,39900.0,0.27279363705950394,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH54,357,35608.470588235294,10712.738474387446,24752.0,33540.0,52508.0,0.3008480369254285,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH56,84,23071.428571428572,7751.83913550767,10066.0,24670.0,30120.0,0.3359930275452241,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH59,256,6301.875,1758.2574930210612,4630.0,6000.0,8120.0,0.2790054536183376,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH60,349,25607.56446991404,4654.7778043070575,21632.0,25800.0,29184.0,0.181773546241615,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH61,335,23885.014925373136,3650.4621866858542,19628.0,24280.0,27752.0,0.1528348296239897,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH62,345,22450.492753623188,4287.30197055451,17736.0,22500.0,27312.0,0.1909669430245624,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH63,355,23924.0,4575.09084840798,19936.0,24120.0,27756.0,0.1912343608262824,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH64,351,24572.36467236467,3902.182077219995,19720.0,24960.0,28120.0,0.15880368573597586,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH65,352,24078.125,4205.7672933296035,19722.0,24340.0,28232.000000000004,0.17467171107923077,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH67,43,14098.139534883721,5357.045763608873,8608.0,14180.0,20148.000000000007,0.37998246154066434,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH69,346,9734.624277456647,2136.7340656055085,7850.0,9560.0,11280.0,0.21949836015281426,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH70,350,22645.428571428572,4489.692392738759,17876.0,22440.0,26982.0,0.1982604294097283,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH71,348,25155.862068965518,4697.975663558407,20394.0,25040.0,30146.0,0.18675470753809875,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH72,324,23005.132716049382,4247.921448847978,18684.0,23260.0,27094.0,0.1846510298931874,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH73,355,31463.211267605635,6924.446650097189,24344.0,31280.0,40220.0,0.22008073464600753,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH74,349,22400.163323782235,4816.536851358041,17352.0,22380.0,27755.399999999998,0.2150223987985091,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH75,350,21383.257142857143,6597.156608760147,15956.0,20490.0,27382.0,0.3085197247868227,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH78,77,18053.506493506495,7435.366016940817,6724.0,19360.0,25432.000000000004,0.41185162669729436,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH79,350,7193.371428571429,1466.3200940082988,5578.0,7020.0,9202.0,0.20384323381164587,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH80,347,21297.521613832854,3971.5944689729567,16804.0,21260.0,25748.0,0.18648153249875726,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH81,347,19808.29971181556,4421.634442930288,14380.0,19940.0,25156.0,0.22322130153820335,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH82,352,22805.917613636364,4084.560800198119,17930.0,23050.0,26940.0,0.17910091886659424,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH83,350,27595.6,4750.60618179995,22700.0,27440.0,32494.000000000004,0.17215085672353383,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH84,351,23563.903133903135,4754.281304468502,18220.0,23880.0,27700.0,0.2017611970925209,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH87,344,7447.03488372093,3508.7921952337833,5592.0,7290.0,8816.0,0.4711663433864038,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAH88,115,19950.260869565216,6149.732480398878,12196.0,21120.0,26132.000000000004,0.30825323641659735,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM01,354,37632.31638418079,6776.23340028108,28892.0,37770.0,46116.0,0.1800642121283173,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM02,349,33870.60171919771,7114.115718273463,25248.0,33880.0,42820.0,0.2100380671489876,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM03,356,39238.20224719101,7667.774829993887,29480.0,38820.0,49710.0,0.19541605860759864,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM04,351,31707.749287749288,6918.359285664139,23980.0,31740.0,40380.0,0.21819143398920274,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM05,347,30122.593659942362,6828.397112523412,22628.0,29720.0,39100.0,0.2266868912288902,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM06,353,35827.96033994334,8309.540267928889,26144.0,35200.0,46236.0,0.23192892336282045,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM09,337,4344.035608308605,2243.0119734441882,2364.0,3720.0,7260.0,0.5163429068477475,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM10,72,20607.222222222223,7941.8160945402915,9582.0,21750.0,27312.0,0.38538993799834265,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM50,363,35676.969696969696,9429.202942983211,25828.0,33440.0,49108.0,0.26429382941074453,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM51,357,32179.41176470588,6913.461786000586,24604.0,31880.0,40264.00000000001,0.2148411486372543,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM52,320,27058.75,5451.797178590654,20992.0,27030.0,32784.0,0.20148000844793842,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM53,351,27080.5698005698,6194.0734545300575,20400.0,26320.0,34920.0,0.22872758956496286,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM54,342,31267.19298245614,6192.2046124662675,24478.0,30870.0,38924.00000000001,0.1980415899802928,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM56,62,17741.612903225807,7505.575893097336,6954.0,19820.0,25948.0,0.4230492421426161,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM59,52,5258.461538461538,2296.103591821165,1944.0,5940.0,7708.0,0.4366493079823749,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM60,356,25593.426966292136,5656.9598711130575,19780.0,25310.0,31320.0,0.22103174688421232,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM61,354,32665.141242937854,7554.545119528824,24466.0,32250.0,42540.0,0.23127238493610075,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM62,351,27891.680911680913,6100.47504198581,21580.0,27720.0,35420.0,0.2187202363781151,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM63,333,25994.27927927928,4793.2740675060495,21612.0,25760.0,31372.0,0.18439726741440737,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM64,356,29026.3202247191,6241.278372007261,23390.0,28010.0,36670.0,0.21502134351470867,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM65,309,26205.048948220065,6269.32010440611,19852.0,26080.0,33628.0,0.23924092325849072,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM67,22,16765.454545454544,5219.4551141198335,10534.0,18520.0,22190.0,0.3113220163502775,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM69,346,8897.514450867053,2093.2880054363295,6950.0,8550.0,10920.0,0.2352666036111176,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM70,360,40080.85833333333,8044.4673102561555,29836.0,40970.0,48966.0,0.20070596401290033,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM71,348,39281.55172413793,7878.0792364338495,30826.0,39720.0,48546.0,0.2005541759592172,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM72,350,40208.2,8503.69603883611,30274.0,40410.0,49448.0,0.21149158725921852,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM73,342,30251.754385964912,7059.960611357897,22104.0,30390.0,38370.0,0.23337359285957032,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM74,354,37050.734463276836,9212.235122177868,25138.0,37430.0,47128.0,0.2486383942350362,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM75,347,31990.230547550433,7498.271435015415,23892.0,31260.0,41356.0,0.23439254130632,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM78,80,21296.875,6331.686158080673,12672.0,22200.0,27774.0,0.2973058797631424,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM79,354,8905.084745762711,1920.0746912537766,6606.0,8870.0,11128.0,0.215615543935997,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM80,346,25226.21387283237,4925.1650572424805,20130.0,25270.0,30830.0,0.19523996276534736,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM81,317,23262.334384858044,4978.954529244931,17632.0,23500.0,28004.000000000004,0.21403503392530718,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM82,337,26154.718100890208,15587.619457500368,19376.0,24960.0,30984.000000000004,0.5959773451723734,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM83,350,25666.82857142857,6951.686439597385,19268.0,25910.0,30848.0,0.27084321774509235,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM84,346,25642.312138728324,9655.290740117563,20640.0,24850.0,30930.0,0.37653744669673916,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM85,353,25491.388101983004,6056.787941638014,19440.0,25440.0,32332.000000000004,0.2376013388288906,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM87,320,4402.775,3060.9102667041775,2580.0,3660.0,6424.000000000001,0.6952229597706396,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAM88,24,17938.333333333332,4599.689655567669,11230.0,18570.0,22698.0,0.2564167790895291,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAS59,235,1411.1914893617022,935.3729234429256,600.0,1240.0,2347.9999999999995,0.6628249465038974,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAS79,50,2374.4,3810.6425404947877,770.0,1400.0,3218.0000000000005,1.6048865146962548,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT01,353,22886.43059490085,5041.421466706625,18444.0,22520.0,27528.0,0.22027993599971268,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT02,354,24176.49717514124,4691.3811808298715,20292.0,24050.0,28548.0,0.19404718337996638,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT03,351,24122.5641025641,4399.648977007044,20380.0,23380.0,28360.0,0.18238728512858982,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT04,355,23892.732394366198,5501.568766916529,19244.0,23000.0,29408.000000000007,0.2302611805175441,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT05,39,25379.48717948718,4311.0274442215405,22508.0,24480.0,29436.0,0.16986266955409182,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT09,353,6273.14447592068,1729.9334997989092,4948.0,5960.0,7836.0,0.27576815844736546,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT10,300,21456.233333333334,4607.472570783681,16120.0,21830.0,25742.0,0.21473818350146953,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT50,348,21625.0,5586.501356514658,15760.0,20860.0,28382.000000000004,0.2583353228446085,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT51,356,26915.337078651686,8595.564244119774,17730.0,24320.0,40280.0,0.3193556231156205,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT52,347,23080.230547550433,4859.962885974806,18012.0,23240.0,27088.0,0.2105682123045607,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT53,351,20727.63532763533,4761.417897260057,16400.0,20160.0,25860.0,0.22971351155101846,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT54,351,23434.871794871793,5031.8127290927005,18080.0,23060.0,28800.0,0.21471475385642186,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT56,124,17125.16129032258,6168.095130163732,9006.0,16750.0,25850.0,0.36017734522881956,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT59,249,6574.457831325301,2000.9811623615858,4704.0,6260.0,8664.0,0.30435683271516567,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT60,356,18947.808988764045,4266.463354131189,14610.0,18680.0,23980.0,0.2251692191250809,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT61,357,20877.703081232492,4225.269659809708,16500.0,20640.0,25688.0,0.20238192119936377,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT62,355,20580.732394366198,4327.726471397627,16200.0,20340.0,25484.0,0.21028048897726817,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT63,355,19613.014084507042,4318.852731019017,15404.0,19160.0,23796.0,0.22020341760885284,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT64,181,22353.701657458565,4757.1034720542475,17560.0,22500.0,27100.0,0.21281054676986735,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT67,217,17251.612903225807,4875.312115119682,11116.0,17200.0,21864.0,0.28260036568569585,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT69,353,9463.739706515582,2111.0192906923276,8064.0,9260.0,10788.0,0.22306396373506934,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT70,349,22219.372492836676,7180.45134806996,15932.0,20760.0,32052.0,0.32316175222251986,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT71,360,23876.277777777777,4770.162664378456,19206.0,23830.0,29248.0,0.19978669660218815,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT72,364,26214.67032967033,5989.78553414165,20084.0,25490.0,34214.0,0.22848982874151505,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT73,356,23288.11797752809,5295.219060503368,17700.0,23130.0,28930.0,0.227378574155842,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT74,348,23365.126436781607,9187.074053007163,16712.0,21760.0,30920.000000000004,0.3931959913790487,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT78,216,19459.166666666668,7906.772913583441,11730.0,18460.0,29260.0,0.406326388433049,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT79,352,7067.897727272727,1743.291451114122,5440.0,6720.0,9236.000000000002,0.24664921853457575,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT80,351,21955.954415954417,4580.880094875924,16840.0,22000.0,26980.0,0.20863953386363393,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT81,355,25552.394366197183,9929.168675095578,16208.0,23080.0,41896.0,0.3885807542259406,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT82,353,28014.790368271955,82050.66489157245,18372.0,24100.0,28036.0,2.9288337986101305,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT83,348,20746.32183908046,7077.401730196469,15714.0,20270.0,25100.000000000004,0.3411400722061757,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT84,350,20816.4,3852.620090112604,16620.0,20950.0,25008.0,0.18507619425609634,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT87,344,7236.686046511628,5608.725143207646,5226.0,6520.0,9523.999999999998,0.7750405513185522,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
PAT88,256,20501.953125,7337.586562521768,12280.0,19860.0,30990.0,0.35789695341632327,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
