instance,method,seed,n_vehicles,E_cost,E_fuel,E_emission,E_recourse,CVaR_cost,worst_cost,P_late,E_late_min,P_overload,E_overload_m3,missed_nodes,infeas_speed_arcs,tau_mean,tau_std,secs
nyc_brooklyn,Q-HGLS,1,7,33.37801043013888,30.93695207125109,73.01120688815257,2.441058358887786,38.574569638342886,41.9180908615767,0.0,0.0,0.05,0.1455291794438932,0.0,4.3,,,1.2
nyc_brooklyn,RO-Eco,1,10,36.549110161569175,34.37435231703826,81.12347146821028,2.174757844530916,39.24453625386135,40.02501285141733,0.0,0.0,0.05,0.062378922265458,0.0,4.1,,,1.2
nyc_brooklyn,S-HGLS,1,6,32.85056329982123,30.769014973216105,72.61487533678999,2.0815483266051222,39.980918565493496,45.04601883653009,0.0,0.0,0.05,0.2407741633025612,0.0,3.2,,,1.1
nyc_brooklyn,LA-SHGLS,1,6,31.66561330634313,29.655419262675046,69.98678945991313,2.0101940436680747,37.82659861352711,42.359478302747576,0.0,0.0,0.05,0.2550970218340375,0.0,3.0,,,1.1
nyc_brooklyn,D-HGLS,2,5,33.95041731228308,30.5337849782102,72.05973254857604,3.416632334072878,37.856487440150005,38.12284512554646,0.0,0.0,0.7,0.6458161670364392,0.0,4.25,,,1.1
nyc_brooklyn,PTO-HGLS,2,5,33.95041731228308,30.5337849782102,72.05973254857604,3.416632334072878,37.856487440150005,38.12284512554646,0.0,0.0,0.7,0.6458161670364392,0.0,4.25,,,1.1
nyc_brooklyn,Q-HGLS,2,5,32.74935623763353,31.06267144072205,73.30790460010402,1.6866847969114702,35.43375800612213,35.573521269860535,0.0,0.0,0.1,0.0933423984557349,0.0,3.0,,,1.1
nyc_brooklyn,RO-Eco,2,9,37.26311013189742,35.413110131897426,83.57493991127792,1.85,38.917434444385066,39.41871513613437,0.0,0.0,0.0,0.0,0.0,3.7,,,1.2
nyc_brooklyn,S-HGLS,2,5,31.50820103732383,30.121856387298955,71.08758107402552,1.3863446500248744,34.05804221958294,34.71585010759277,0.0,0.0,0.1,0.0681723250124371,0.0,2.5,,,1.0
nyc_brooklyn,LA-SHGLS,2,6,32.27532760402896,29.345600068610377,69.2556161619205,2.9297275354185817,35.81389615126395,36.87181276960954,0.0,0.0,0.7,0.7273637677092909,0.0,2.95,,,1.0
nyc_brooklyn,D-HGLS,3,7,34.80235258465744,31.95197625139217,75.40666395328552,2.8503763332652774,45.60936246589466,46.140297805293415,0.0,0.0,0.15,0.6751881666326388,0.0,3.0,,,1.2
nyc_brooklyn,PTO-HGLS,3,7,34.80235258465744,31.95197625139217,75.40666395328552,2.8503763332652774,45.60936246589466,46.140297805293415,0.0,0.0,0.15,0.6751881666326388,0.0,3.0,,,1.2
nyc_brooklyn,Q-HGLS,3,7,34.41796087659418,32.223070536092976,76.04644646517941,2.194890340501204,36.573949516137816,36.61322361934329,0.0,0.0,0.05,0.0224451702506017,0.0,4.3,,,1.2
nyc_brooklyn,RO-Eco,3,10,34.106917975100195,32.44033748268864,76.55919645914517,1.6665804924115537,36.533947066687205,36.56325663717973,0.0,0.0,0.05,0.0207902462057768,0.0,3.25,,,1.2
