instance,method,seed,n_vehicles,E_cost,E_fuel,E_emission,E_recourse,CVaR_cost,worst_cost,P_late,E_late_min,P_overload,E_overload_m3,missed_nodes,infeas_speed_arcs,tau_mean,tau_std,secs
solomon_r102,D-HGLS,2,34,564.0725244782321,506.7515131707544,1195.9335710829805,57.32101130747772,593.8062128788199,611.0880853663094,1.0,824.065190481205,0.05,1.5463758917087334,0.0,26.05,,,4.3
solomon_r102,PTO-HGLS,2,34,564.0725244782321,506.7515131707544,1195.9335710829805,57.32101130747772,593.8062128788199,611.0880853663094,1.0,824.065190481205,0.05,1.5463758917087334,0.0,26.05,,,4.3
solomon_r102,Q-HGLS,2,32,560.9958168404387,492.0928845282794,1161.3392074867393,68.9029323121594,576.0138938049331,577.7456266239195,1.0,1100.2989832025175,0.05,0.4314915760167551,0.0,26.05,,,4.2
solomon_r102,RO-Eco,2,38,592.3901312325366,539.1851935271492,1272.4770567240716,53.20493770538741,608.0760630807847,608.8611248883834,1.0,694.0987541077482,0.0,0.0,0.0,37.0,,,4.4
solomon_r102,S-HGLS,2,31,557.6040956327304,482.3953817305581,1138.453100884117,75.20871390217225,575.3828550256719,575.9122562581078,1.0,1215.1524174188044,0.05,0.7880465156160099,0.0,25.75,,,4.0
solomon_r102,LA-SHGLS,2,36,570.5854768786837,525.0972128286238,1239.2294222755525,45.4882640500598,583.8932479979943,584.5066187528564,1.0,632.9213937166262,0.05,0.0085971821142393,0.0,27.65,,,4.1
solomon_r102,D-HGLS,3,34,589.1797151985027,525.2018399700994,1239.4763423294344,63.97787522840313,619.4576090870338,628.946856282414,1.0,918.685929255558,0.05,1.4592893828126108,0.0,30.25,,,4.3
solomon_r102,PTO-HGLS,3,34,589.1797151985027,525.2018399700994,1239.4763423294344,63.97787522840313,619.4576090870338,628.946856282414,1.0,918.685929255558,0.05,1.4592893828126108,0.0,30.25,,,4.3
solomon_r102,Q-HGLS,3,33,562.2694578001914,505.058218006509,1191.937394495361,57.21123979368256,593.3769239550395,605.6024626720783,1.0,722.9469559809213,0.05,1.681945997318246,0.0,35.4,,,4.3
solomon_r102,RO-Eco,3,33,597.2736998584221,507.2066810112921,1197.0077671866493,90.06701884712999,617.2449484378196,619.2301073516803,1.0,1487.3403769425995,0.0,0.0,0.0,31.4,,,4.2
solomon_r102,S-HGLS,3,35,563.6027441600944,510.0912056167749,1203.8152452555887,53.511538543319446,582.0863182710154,582.8623950995719,1.0,736.7307708663889,0.0,0.0,0.0,33.35,,,4.0
solomon_r102,LA-SHGLS,3,32,565.6809325508204,491.2084851406496,1159.2520249319332,74.47244741017073,588.5821892193449,589.7101744921644,1.0,1196.948948203414,0.0,0.0,0.0,29.25,,,4.0
solomon_r202,D-HGLS,1,18,367.1717894231485,353.0112615517288,833.1065772620799,14.16052787141966,375.7878549954959,377.1731232573306,1.0,56.2105574283932,0.0,0.0,0.0,22.7,,,3.6
solomon_r202,PTO-HGLS,1,18,367.1717894231485,353.0112615517288,833.1065772620799,14.16052787141966,375.7878549954959,377.1731232573306,1.0,56.2105574283932,0.0,0.0,0.0,22.7,,,3.6
solomon_r202,Q-HGLS,1,16,367.5045742006214,350.27009313266564,826.6374197930909,17.23448106795579,375.4008433797686,375.4207016984256,1.0,97.1896213591158,0.0,0.0,0.0,24.75,,,3.5
solomon_r202,RO-Eco,1,17,376.79226925071765,353.32970985436174,833.8581152562934,23.46255939635595,385.5566442094671,386.33111049548927,1.0,247.2511879271189,0.0,0.0,0.0,22.2,,,3.6
solomon_r202,S-HGLS,1,16,371.12384987489554,354.54591291128,836.7283544706208,16.577936963615493,380.736005719667,383.8149933297498,1.0,115.05873927230982,0.0,0.0,0.0,21.65,,,3.3
solomon_r202,LA-SHGLS,1,18,380.0465972315056,366.8704644149056,865.8142960191772,13.1761328166,386.5858049358308,387.4697861222573,1.0,62.522656331999954,0.0,0.0,0.0,20.1,,,3.4
solomon_r202,D-HGLS,2,17,381.5379077409474,368.0555332202202,868.6110583997195,13.482374520727207,388.6341373846234,389.0227287307624,1.0,82.6474904145442,0.0,0.0,0.0,18.7,,,3.6
solomon_r202,PTO-HGLS,2,17,381.5379077409474,368.0555332202202,868.6110583997195,13.482374520727207,388.6341373846234,389.0227287307624,1.0,82.6474904145442,0.0,0.0,0.0,18.7,,,3.6
solomon_r202,Q-HGLS,2,18,383.32181279704,363.9525801808487,858.9280892268029,19.36923261619139,393.1098804226018,394.0375469815608,1.0,164.3846523238278,0.0,0.0,0.0,22.3,,,3.6
solomon_r202,RO-Eco,2,18,383.9241260795016,371.9770146380381,877.8657545457697,11.947111441463516,391.7098499124716,392.29536211209455,1.0,43.44222882927029,0.0,0.0,0.0,19.55,,,3.7
solomon_r202,S-HGLS,2,16,384.1822589715136,365.9603146921765,863.6663426735367,18.221944279337023,393.8878970580952,396.35913367607833,1.0,140.93888558674047,0.0,0.0,0.0,22.35,,,3.4
solomon_r202,LA-SHGLS,2,17,380.5264234726769,368.5493299254598,869.7764186240853,11.97709354721707,387.8157768882545,388.7013598741795,1.0,49.54187094434143,0.0,0.0,0.0,19.0,,,3.4
solomon_r202,D-HGLS,3,18,381.0202292452013,368.6620059652897,870.0423340780835,12.358223279911629,389.8265258125626,391.4382742707767,1.0,42.164465598232525,0.0,0.0,0.0,20.5,,,3.8
solomon_r202,PTO-HGLS,3,18,381.0202292452013,368.6620059652897,870.0423340780835,12.358223279911629,389.8265258125626,391.4382742707767,1.0,42.164465598232525,0.0,0.0,0.0,20.5,,,3.8
solomon_r202,Q-HGLS,3,17,376.1752103449461,359.518259477016,848.4630923657576,16.656950867930203,385.84532764555865,386.77434846361245,1.0,129.13901735860404,0.0,0.0,0.0,20.4,,,3.9
solomon_r202,RO-Eco,3,17,351.7933003410678,335.7672779449682,792.410775950125,16.02602239609958,360.6242441043996,361.39143604080914,1.0,74.52044792199167,0.0,0.0,0.0,24.6,,,3.9
solomon_r202,S-HGLS,3,17,376.54376690810665,359.7261871188032,848.9538016003755,16.817579789303544,384.5350441203467,386.3271079308754,1.0,145.35159578607085,0.0,0.0,0.0,19.1,,,3.7
solomon_r202,LA-SHGLS,3,17,376.29741983529937,365.9273178915543,863.588470224068,10.370101943745125,383.1224216727997,383.8171732697692,1.0,22.9020388749025,0.0,0.0,0.0,18.45,,,3.7
solomon_rc101,D-HGLS,1,30,687.0002641770404,614.9476218046892,1451.2763874590669,72.05264237235127,697.591361833509,701.1165864367026,1.0,1154.5528474470252,0.0,0.0,0.0,28.65,,,4.6
solomon_rc101,PTO-HGLS,1,30,687.0002641770404,614.9476218046892,1451.2763874590669,72.05264237235127,697.591361833509,701.1165864367026,1.0,1154.5528474470252,0.0,0.0,0.0,28.65,,,4.6
solomon_rc101,Q-HGLS,1,34,715.4023646272656,661.5414853945999,1561.2379055312554,53.860879232665766,728.6318888210337,730.4056656023265,1.0,789.217584653315,0.0,0.0,0.0,28.8,,,4.6
solomon_rc101,RO-Eco,1,33,717.2374677005743,659.1819497947802,1555.669401515681,58.05551790579399,735.771253972681,740.0867261778652,1.0,855.1103581158799,0.0,0.0,0.0,30.6,,,4.7
solomon_rc101,S-HGLS,1,26,661.415398759577,585.9854855896755,1382.925745991634,75.42991316990154,675.6897042667082,680.9848321052812,1.0,1219.598263398031,0.0,0.0,0.0,28.9,,,4.2
solomon_rc101,LA-SHGLS,1,33,706.0111836034514,650.6415972465599,1535.5141695018815,55.36958635689147,720.9734279774393,722.4946046691265,1.0,813.8917271378292,0.0,0.0,0.0,29.35,,,4.5
solomon_rc101,D-HGLS,2,28,683.9955698681724,583.5293921640455,1377.1293655071472,100.46617770412698,708.9500144526462,711.0028636621162,1.0,1720.3235540825397,0.0,0.0,0.0,28.9,,,4.5
solomon_rc101,PTO-HGLS,2,28,683.9955698681724,583.5293921640455,1377.1293655071472,100.46617770412698,708.9500144526462,711.0028636621162,1.0,1720.3235540825397,0.0,0.0,0.0,28.9,,,4.4
solomon_rc101,Q-HGLS,2,31,674.7016404198829,612.3964317677803,1445.2555789719613,62.30520865210277,693.5305007817219,698.8446260270773,1.0,957.6041730420552,0.0,0.0,0.0,28.85,,,4.4
solomon_rc101,RO-Eco,2,36,713.9557912404604,666.1842936453768,1572.1949330030889,47.7714975950837,736.4217121052039,742.1685377147496,1.0,686.929951901674,0.0,0.0,0.0,26.85,,,4.6
solomon_rc101,S-HGLS,2,29,678.1159214065324,612.8616815579311,1446.353568476717,65.25423984860126,699.7795671265595,705.0504044682866,1.0,1051.0847969720253,0.0,0.0,0.0,25.4,,,4.3
solomon_rc101,LA-SHGLS,2,34,700.634955178137,650.5364509739495,1535.2660242985212,50.09850420418736,717.9922659444067,720.4338352726974,1.0,744.9700840837471,0.0,0.0,0.0,25.7,,,4.3
solomon_rc101,D-HGLS,3,38,713.8458559474233,676.5360894386084,1596.6251710751155,37.309766508815,724.2339701806993,725.4718427542014,1.0,466.7920014844891,0.05,0.0475832172952721,0.0,27.75,,,4.6
solomon_rc101,PTO-HGLS,3,38,713.8458559474233,676.5360894386084,1596.6251710751155,37.309766508815,724.2339701806993,725.4718427542014,1.0,466.7920014844891,0.05,0.0475832172952721,0.0,27.75,,,4.6
solomon_rc101,Q-HGLS,3,31,669.8492773397231,604.8381520330448,1427.418038797986,65.0111253066782,681.6423478424529,682.2819732868259,1.0,993.222506133564,0.0,0.0,0.0,30.7,,,4.9
solomon_rc101,RO-Eco,3,32,687.4793193829616,629.3516251972742,1485.2698354655672,58.12769418568744,702.28654229927,705.9967290395728,1.0,892.0538837137485,0.0,0.0,0.0,27.05,,,4.7
solomon_rc101,S-HGLS,3,34,704.2580734873166,658.0314804457103,1552.954293851876,46.22659304160639,715.2188036640117,715.7311518144879,1.0,655.5318608321279,0.0,0.0,0.0,26.9,,,4.3
solomon_rc101,LA-SHGLS,3,33,700.7950386207934,659.0000652659398,1555.2401540276182,41.794973354853504,709.1908699784228,709.5069130541114,1.0,540.89946709707,0.0,0.0,0.0,29.5,,,4.4
solomon_rc201,D-HGLS,1,17,492.1806613408935,466.2584037579005,1100.369832868645,25.92225758299304,503.6990943493359,507.979842857241,1.0,287.4451516598607,0.0,0.0,0.0,23.1,,,4.6
solomon_rc201,PTO-HGLS,1,17,492.1806613408935,466.2584037579005,1100.369832868645,25.92225758299304,503.6990943493359,507.979842857241,1.0,287.4451516598607,0.0,0.0,0.0,23.1,,,4.6
solomon_rc201,Q-HGLS,1,17,478.9772838239602,464.9465752646718,1097.2739176246257,14.030708559288223,491.04282276766367,494.6982936614028,1.0,70.61417118576448,0.0,0.0,0.0,21.0,,,4.6
solomon_rc201,RO-Eco,1,17,480.5437703323559,454.9947414655664,1073.7875898587367,25.549028866789502,492.4406617475461,495.1292951083821,1.0,293.98057733579,0.0,0.0,0.0,21.7,,,4.5
solomon_rc201,S-HGLS,1,18,480.438190011934,466.1419690997297,1100.095047075362,14.296220912204214,489.5988239457099,489.8913321342711,1.0,56.924418244084265,0.0,0.0,0.0,22.9,,,4.4
solomon_rc201,LA-SHGLS,1,17,488.65258849109097,469.4674350397122,1107.9431466937208,19.185153451378817,501.09812983721616,503.2179598467327,1.0,181.7030690275763,0.0,0.0,0.0,20.2,,,4.3
nyc_manhattan,DF-det,1,7,42.909637350812055,33.144686485669226,78.22146010617938,9.764950865142827,47.43488126737115,47.99245966358001,0.0,0.0,0.5,0.5949754325714139,0.0,17.15,0.5861078110458907,0.1960404287722336,206.5
nyc_manhattan,DF-det,2,8,46.56617226578243,37.7363683085351,89.05782920814283,8.829803957247325,49.8665424184544,50.88942383960197,0.0,0.0,0.1,0.027401978623662,0.0,17.55,0.8046812856573573,0.0675040371831491,267.7
nyc_manhattan,DF-det,3,7,51.66761737857369,42.49087902870657,100.2784745077475,9.176738349867104,54.506379738326274,54.614391338864046,0.0,0.0,0.3,0.1258691749335533,0.0,17.85,0.7195378221250652,0.1422969616380296,194.9
nyc_queens,DF-det,1,4,49.09521914486763,43.8800854611979,103.55700168842704,5.215133683669732,55.46286376524527,55.68894743379716,0.0,0.0,0.25,0.3825668418348665,0.0,8.9,0.6741013892424504,0.1609269241524058,103.1
nyc_queens,DF-det,2,4,46.22459663791046,42.12764709140437,99.42124713571434,4.096949546506084,52.34972869041613,54.548264052980834,0.0,0.0,0.25,0.0984747732530412,0.0,7.8,0.6260241996243185,0.1406094916261022,100.8
nyc_queens,DF-det,3,5,45.58651747955612,41.756836995276906,98.54613530885348,3.829680484279229,49.25140645710792,50.382320834784096,0.0,0.0,0.05,0.0398402421396141,0.0,7.5,0.6397621737615667,0.1718330153129828,100.9
nyc_brooklyn,DF-det,1,7,32.87242143457189,30.85227615550696,72.81137172699641,2.0201452790649346,36.64629299806485,38.23958216902756,0.0,0.0,0.1,0.1100726395324672,0.0,3.6,0.744590533415984,0.1269170284150992,105.6
nyc_brooklyn,DF-det,2,6,32.03297988727148,30.657979887271487,72.3528325339607,1.375,34.60641681938286,34.74856711635667,0.0,0.0,0.0,0.0,0.0,2.75,0.7885278036162738,0.2075182643077429,106.2
nyc_brooklyn,DF-det,3,5,29.86627855064999,27.87037750250841,65.77409090591985,1.995901048141583,35.033637712473585,37.5860689862259,0.0,0.0,0.1,0.2229505240707916,0.0,3.1,0.669016564549385,0.229100985962541,107.2
dublin_real,DF-det,1,12,101.50642988679128,88.48476717341303,208.8240505292548,13.02166271337823,110.78865123364164,110.98322767167852,0.0,0.0,0.9,2.0108313566891143,0.0,18.0,0.7605137152337151,0.1198157425621835,313.6
dublin_real,DF-det,2,14,96.71432921849504,81.74189501362194,192.9108722321478,14.972434204873071,102.79867693835128,103.26738368048476,0.0,0.0,0.95,2.3112171024365367,0.0,20.7,0.7085994857320494,0.1738352593456263,310.9
dublin_real,DF-det,3,12,93.03353374285273,81.13742907808081,191.4843326242707,11.896104664771906,102.75679037510068,104.68360906120496,0.0,0.0,0.9,2.2105523323859524,0.0,14.95,0.7093826163691891,0.0970721855330793,308.3
peshawar_real,DF-det,1,17,98.265218551081,78.60100312269631,185.49836736956323,19.664215428384683,112.14104194602028,116.29208151953056,0.35,2.204843711309553,0.95,3.614486621409604,0.0,24.65,0.6726714507451483,0.1089722730712431,349.9
peshawar_real,DF-det,2,17,91.78655953448192,76.87280650718813,181.419823356964,14.913753027293804,108.25244070722964,108.63176643092254,0.05,0.1126327281150338,0.9,3.541560695444025,0.0,15.65,0.7547285867415707,0.1477385375710232,362.7
peshawar_real,DF-det,3,20,92.80230168566725,81.20241632080169,191.637702517092,11.59988536486554,101.95697555560167,104.6584507519412,0.2,0.9363778348548236,0.4,0.8890332365613979,0.0,19.55,0.7397299579702218,0.1189620937511275,362.3
solomon_c101,DF-det,1,24,517.126338436458,481.8964174638338,1137.275545214648,35.2299209726241,580.5151530267476,600.0567418649883,1.0,330.0168405580879,0.1,3.039539472359853,0.0,25.3,0.7103318659136332,0.2578362568140124,349.5
solomon_c101,DF-det,2,25,536.5252755047419,516.2799282745252,1218.4206307278794,20.24534723021667,613.4769019138005,648.1332851558798,1.0,19.49474185061997,0.1,3.610305068842834,0.0,24.1,0.5218847112237197,0.1814539699804317,354.3
solomon_c101,DF-det,3,27,546.3325403868843,529.2436814831892,1249.0150883003264,17.0888589036949,564.5675351458856,572.3492627744773,1.0,55.11279175317314,0.05,0.3291096580181204,0.0,27.35,0.51193542922047,0.1807044660342995,362.2
solomon_c201,DF-det,1,13,336.9185257359071,324.1185257359072,764.9197207367408,12.8,343.81603115150995,344.5735579706563,0.0,0.0,0.0,0.0,0.0,25.6,0.6758651996170363,0.1489716638253825,322.4
solomon_c201,DF-det,2,12,321.4100137938637,298.7323459535252,705.0083364503195,22.67766784033852,327.62655750280624,328.86085018563483,1.0,169.0533568067703,0.0,0.0,0.0,28.45,0.6053180165376301,0.234105432506695,371.7
solomon_c201,DF-det,3,12,341.065325867722,321.06656743021483,757.717099135307,19.998758437507146,349.2355800026618,349.5241263355909,1.0,180.9751687501428,0.0,0.0,0.0,21.9,0.734462518476371,0.183585730813739,557.1
nyc_manhattan,DF-CC,1,8,48.05030877646516,38.32530877646516,90.44772871245776,9.725,51.035799265031415,51.438535829189526,0.0,0.0,0.0,0.0,0.0,19.45,0.8667723572531574,0.0740969567344659,143.0
nyc_manhattan,DF-CC,2,8,49.15711354723392,40.55636989074935,95.71303294216844,8.600743656484577,52.15021107085064,52.31651246544008,0.0,0.0,0.05,0.0878718282422883,0.0,16.85,0.8376773617999017,0.1641582476067866,148.0
nyc_manhattan,DF-CC,3,9,49.3936758013087,40.0936758013087,94.62107489108853,9.3,51.718061179347416,52.39371526076835,0.0,0.0,0.0,0.0,0.0,18.6,0.8765168610460344,0.0985729922538909,132.3
nyc_queens,DF-CC,1,4,46.42767736002345,41.78382980013157,98.60983832831047,4.643847559891884,50.21763293104928,50.323795762228286,0.0,0.0,0.25,0.2094237799459422,0.0,8.45,0.6550408378208132,0.1568206895883642,81.5
nyc_queens,DF-CC,2,4,44.760302448147776,41.58530244814777,98.14131377762877,3.175,50.36435741779013,51.42552411899599,0.0,0.0,0.0,0.0,0.0,6.35,0.750073511255982,0.2498962990584211,78.9
nyc_queens,DF-CC,3,4,41.02836213656808,37.74472648651231,89.07755450816907,3.283635650055767,44.58084771604067,44.93699410352204,0.0,0.0,0.1,0.0168178250278834,0.0,6.5,0.7495168382666804,0.1077854344103805,74.9
nyc_brooklyn,DF-CC,1,5,30.80148301195948,28.426241928706087,67.08593095174638,2.375241083253392,40.07886382654221,46.53344994875719,0.0,0.0,0.3,0.6376205416266958,0.0,2.2,0.6073424109734333,0.1447643543787842,81.4
nyc_brooklyn,DF-CC,2,5,29.973221163694237,28.23603374113268,66.63703962907312,1.7371874225615578,34.06196886811861,35.77704127612255,0.0,0.0,0.3,0.1810937112807789,0.0,2.75,0.5824423081319573,0.1563817222302548,78.8
nyc_brooklyn,DF-CC,3,7,31.6365102284927,27.48137055385258,64.85603450709209,4.155139674640121,44.67676480538373,47.88216405519714,0.0,0.0,0.45,1.1525698373200606,0.0,3.7,0.6546653322195142,0.1494344025893732,78.3
dublin_real,DF-CC,1,11,91.7017895198577,77.97617942269686,184.02378343756465,13.72561009716082,103.1432987901534,104.3378798460846,0.0,0.0,0.95,3.400305048580411,0.0,13.85,0.6752747692154079,0.129480394433866,212.1
dublin_real,DF-CC,2,11,90.40834080956418,74.76243394650004,176.43934411374008,15.645906863064155,101.82838781445852,102.41338959834208,0.0,0.0,0.95,4.835453431532076,0.0,11.95,0.5333847441520976,0.0578239161514907,212.7
dublin_real,DF-CC,3,12,106.4413584404848,94.51751456002124,223.0613343616501,11.923843880463584,124.5769189739902,125.4622449235111,0.0,0.0,0.95,3.2244219402317933,0.0,10.95,0.701481428193171,0.2380262812756919,300.5
peshawar_real,DF-CC,1,19,91.06461554252328,80.36376052763907,189.65847484522817,10.700855014884205,100.94935207851304,101.45703882473548,0.05,0.1935995263493055,0.7,2.04558751928337,0.0,13.2,0.7428606327380426,0.1568663831658019,249.7
peshawar_real,DF-CC,2,19,92.14925543483386,81.98744811585634,193.49037755342096,10.161807318977525,103.28116979414736,105.12993179512188,0.15,0.3286610305085616,0.65,2.610187133726048,0.0,9.85,0.8160827819373182,0.1038528746170069,235.2
peshawar_real,DF-CC,3,20,94.20889125330989,84.72511635306789,199.95127459324016,9.483774900241974,104.31700180604544,109.58567698194196,1.0,10.671657657077777,0.55,1.4750960086940434,0.0,12.0,0.7994669090144267,0.1077534815546792,235.7
solomon_c101,DF-CC,1,28,532.306675177332,513.0876341066183,1210.8868164916194,19.21904107071364,586.6665702624817,631.6883885050642,1.0,14.158910994620024,0.05,2.655547760491319,0.0,26.4,0.8582413482315552,0.0805399426790495,318.8
solomon_c101,DF-CC,2,25,557.4522433034051,532.5424996831231,1256.80029925217,24.909743620282125,636.5729928022035,671.5911531338922,1.0,137.2379804111957,0.1,3.5989222998611696,0.0,21.7,0.6301438826937106,0.1492615910595333,375.3
solomon_c101,DF-CC,3,26,524.6072223187837,505.520860537737,1193.0292308690591,19.086361781046666,549.8776153667129,568.740792582031,1.0,86.52768294249503,0.05,0.7674888169609545,0.0,26.45,0.8651926632243468,0.1566887846133577,407.9
solomon_c201,DF-CC,1,13,327.65713876116104,313.9943547356492,741.0266771761321,13.662784025511847,335.18744823859686,336.325341421039,1.0,34.75568051023701,0.0,0.0,0.0,23.85,0.6975000000000001,1.1102230246251563e-16,362.4
solomon_c201,DF-CC,2,12,320.8038031690707,290.5247760883858,685.6384715685906,30.27902708068488,326.40787492128663,326.9154142537928,1.0,360.5805416136976,0.0,0.0,0.0,24.5,0.6975000000000001,1.1102230246251563e-16,359.7
solomon_c201,DF-CC,3,14,331.7517560616092,313.0626593438077,738.8278760513858,18.68909671780155,341.3935063689005,341.5329296865858,1.0,160.28193435603106,0.0,0.0,0.0,21.35,0.6975000000000001,1.1102230246251563e-16,371.6
solomon_r102,DF-det,1,32,542.0119056090585,478.27143794658457,1128.7205935539396,63.74046766247408,559.0435299532512,561.0016373724924,1.0,985.3093532494815,0.0,0.0,0.0,28.95,0.6213193262568574,0.2254968068253166,546.7
solomon_r102,DF-CC,1,34,554.2047226325035,490.962872693808,1158.672379557387,63.24184993869551,568.4513120557506,568.5582633069005,1.0,952.83699877391,0.0,0.0,0.0,31.2,0.653486672598432,0.1481430971809195,510.4
solomon_r102,DF-det,2,38,566.2857843973474,525.5577678394841,1240.316332101182,40.72801655786334,609.7928018219011,637.697689760605,1.0,449.95091212689687,0.05,1.802735475759249,0.0,29.25,0.6799438659470181,0.2173999817126212,535.2
solomon_r102,DF-CC,2,32,574.9204636837604,504.69620154145207,1191.083035637827,70.22426214230825,613.792122518305,643.1305854030263,1.0,1059.9251998784143,0.05,2.1015010741937603,0.0,26.05,0.6799438659470181,0.2173999817126212,505.8
solomon_r102,DF-det,3,32,596.9175736981146,525.8949674878094,1241.1121232712303,71.02260621030523,619.6239002107793,624.7261555316155,1.0,1100.369396701411,0.05,0.3895681876173341,0.0,30.45,0.6214614485162767,0.2091276623024974,543.4
solomon_r102,DF-CC,3,35,563.6027441600944,510.0912056167749,1203.8152452555887,53.511538543319446,582.0863182710154,582.8623950995719,1.0,736.7307708663889,0.0,0.0,0.0,33.35,0.6975000000000001,1.1102230246251563e-16,514.9
solomon_r202,DF-det,1,17,376.3462879890019,355.3347515334418,838.5900136189227,21.01153645556001,382.604208519928,383.314615781448,1.0,174.73072911120016,0.0,0.0,0.0,24.55,0.655820810661792,0.2412877525177302,443.4
solomon_r202,DF-CC,1,16,371.12384987489554,354.54591291128,836.7283544706208,16.577936963615493,380.736005719667,383.8149933297498,1.0,115.05873927230982,0.0,0.0,0.0,21.65,0.6975000000000001,1.1102230246251563e-16,412.5
solomon_r202,DF-det,2,17,377.33469614876594,366.4712646363469,864.8721845417788,10.86343151241908,385.26073008130834,385.5671878742313,1.0,10.76863024838158,0.0,0.0,0.0,20.65,0.59036821409868,0.2383010965792788,441.4
solomon_r202,DF-CC,2,16,384.1822589715136,365.9603146921765,863.6663426735367,18.221944279337023,393.8878970580952,396.35913367607833,1.0,140.93888558674047,0.0,0.0,0.0,22.35,0.6975000000000001,1.1102230246251563e-16,410.2
solomon_r202,DF-det,3,16,383.79945164849926,354.6364053678202,836.9419166680555,29.163046280679048,393.8277885329093,395.0784421310081,1.0,363.260925613581,0.0,0.0,0.0,22.0,0.8187709615554257,0.166050235513856,444.5
solomon_r202,DF-CC,3,17,376.54376690810665,359.7261871188032,848.9538016003755,16.817579789303544,384.5350441203467,386.3271079308754,1.0,145.35159578607085,0.0,0.0,0.0,19.1,0.6975000000000001,1.1102230246251563e-16,411.9
solomon_rc101,DF-det,1,33,669.697280718694,622.5730573377921,1469.2724153171891,47.12422338090176,678.7213114797019,679.5006706381686,1.0,607.4844676180353,0.0,0.0,0.0,33.5,0.6771047723544015,0.2147747997515589,527.5
solomon_rc101,DF-CC,1,26,661.415398759577,585.9854855896755,1382.925745991634,75.42991316990154,675.6897042667082,680.9848321052812,1.0,1219.598263398031,0.0,0.0,0.0,28.9,0.6975000000000001,1.1102230246251563e-16,494.1
solomon_rc101,DF-det,2,32,695.5055120988269,635.9684491285004,1500.885539943261,59.53706297032646,715.5844005142545,717.136894077136,1.0,914.7412594065293,0.0,0.0,0.0,27.6,0.8696156990315438,0.1610876239237558,531.4
solomon_rc101,DF-CC,2,29,678.1159214065324,612.8616815579311,1446.353568476717,65.25423984860126,699.7795671265595,705.0504044682866,1.0,1051.0847969720253,0.0,0.0,0.0,25.4,0.6975000000000001,1.1102230246251563e-16,500.1
solomon_rc101,DF-det,3,32,695.3446746378374,633.8249038132396,1495.8267729992451,61.51977082459776,715.4033806071911,717.5253994541465,1.0,926.010722841871,0.05,0.5596173412521097,0.0,28.2,0.6303472491913094,0.2345357663022604,520.5
solomon_rc101,DF-CC,3,34,704.2580734873166,658.0314804457103,1552.954293851876,46.22659304160639,715.2188036640117,715.7311518144879,1.0,655.5318608321279,0.0,0.0,0.0,26.9,0.6975000000000001,1.1102230246251563e-16,493.8
solomon_rc201,DF-det,1,17,481.833452264704,461.7687859866956,1089.774334928601,20.064666278008527,491.20077045131495,491.74622601156494,1.0,189.79332556017056,0.0,0.0,0.0,21.15,0.6392778696384819,0.2157595631452123,440.5
solomon_rc201,DF-CC,1,18,480.438190011934,466.1419690997297,1100.095047075362,14.296220912204214,489.5988239457099,489.8913321342711,1.0,56.924418244084265,0.0,0.0,0.0,22.9,0.6975000000000001,1.1102230246251563e-16,411.6
solomon_rc201,D-HGLS,2,19,495.74806608632537,478.8918344749943,1130.1847293609865,16.856231611331076,505.1665224178418,505.2292957012426,1.0,110.62463222662156,0.0,0.0,0.0,22.65,,,5.0
solomon_rc201,PTO-HGLS,2,19,495.74806608632537,478.8918344749943,1130.1847293609865,16.856231611331076,505.1665224178418,505.2292957012426,1.0,110.62463222662156,0.0,0.0,0.0,22.65,,,4.9
solomon_rc201,Q-HGLS,2,18,487.9461669723172,470.2784055819863,1109.8570371734877,17.667761390330867,500.5951250398365,506.1207658969012,1.0,104.85522780661726,0.0,0.0,0.0,24.85,,,4.8
solomon_rc201,RO-Eco,2,19,495.0234808023064,473.9672018164256,1118.5625962867646,21.05627898588074,501.6738401596274,502.6064850109136,1.0,177.1255797176148,0.0,0.0,0.0,24.4,,,4.8
solomon_rc201,S-HGLS,2,18,470.55167702540064,449.9995474357408,1061.9989319483482,20.55212958965983,479.9986168728617,480.0123787689591,1.0,140.54259179319646,0.0,0.0,0.0,27.05,,,4.5
solomon_rc201,LA-SHGLS,2,18,485.83725623007297,470.2767328255087,1109.8530894682006,15.56052340456423,495.7985310654191,496.1767014115258,1.0,87.21046809128455,0.0,0.0,0.0,22.4,,,4.5
solomon_rc201,DF-det,2,19,495.9318058570067,478.5670127841985,1129.4181501707085,17.36479307280812,505.4523133149559,508.498623442985,1.0,115.79586145616231,0.0,0.0,0.0,23.15,0.6823560672715078,0.2356154353097125,440.5
solomon_rc201,DF-CC,2,18,470.55167702540064,449.9995474357408,1061.9989319483482,20.55212958965983,479.9986168728617,480.0123787689591,1.0,140.54259179319646,0.0,0.0,0.0,27.05,0.6975000000000001,1.1102230246251563e-16,410.0
solomon_rc201,D-HGLS,3,18,478.72611283600526,470.0985997382711,1109.4326953823197,8.627513097734264,489.6840231672073,492.6420517872182,1.0,27.550261954685293,0.0,0.0,0.0,14.5,,,4.8
solomon_rc201,PTO-HGLS,3,18,478.72611283600526,470.0985997382711,1109.4326953823197,8.627513097734264,489.6840231672073,492.6420517872182,1.0,27.550261954685293,0.0,0.0,0.0,14.5,,,4.7
solomon_rc201,Q-HGLS,3,18,478.8636749517849,468.9258230579805,1106.6649424168336,9.937851893804568,490.21564703154326,491.4878316340156,1.0,56.2570378760913,0.0,0.0,0.0,14.25,,,4.8
