family,rep,method,seed,secs,E_cost,E_fuel,E_emission,E_recourse,CVaR_cost,P_trigger,E_returns,E_return_km,P_late,E_late_min,P_defer,n_veh,kappa,rho,tau_mean,selected
solomon_r202,4,PTO,0,20.0,332.63513,319.95125,755.08495,12.68388,357.79154,0.0,0.0,0.0,1.0,11.32763,0.0,14.0,,,,
solomon_r202,4,SAA,0,20.0,333.95251,312.00736,736.33737,21.94515,361.88078,0.0,0.0,0.0,1.0,174.50298,0.0,15.0,,,,
solomon_r202,4,CVAR,0,20.0,329.32018,313.40119,739.62681,15.91899,354.68816,0.0,0.0,0.0,1.0,75.37979,0.0,16.0,,,,
solomon_r202,4,Q90C,0,30.0,333.95251,312.00736,736.33737,21.94515,361.88078,0.0,0.0,0.0,1.0,174.50298,0.0,15.0,1.1587,,,
solomon_r202,4,RO,0,20.0,333.95251,312.00736,736.33737,21.94515,361.88078,0.0,0.0,0.0,1.0,174.50298,0.0,15.0,,,,
solomon_r202,4,DFR,0,50.0,333.95251,312.00736,736.33737,21.94515,361.88078,0.0,0.0,0.0,1.0,174.50298,0.0,15.0,1.1587,0.0451,0.691,SAA
solomon_r202,4,ORT,0,20.0,471.03407,442.23284,1043.66951,28.80123,507.37063,0.0,0.0,0.0,0.57,18.07457,0.015,18.0,,,,
solomon_r202,5,DET,0,20.0,349.45433,328.90839,776.22381,20.54593,402.45218,0.0,0.0,0.0,1.0,97.46864,0.06,15.0,,,,
solomon_r202,5,PTO,0,20.0,367.10849,349.30521,824.3603,17.80328,409.41368,0.0,0.0,0.0,1.0,56.66558,0.035,17.0,,,,
solomon_r202,5,SAA,0,20.0,373.02094,351.65392,829.90325,21.36702,407.47013,0.0,0.0,0.0,1.0,114.89043,0.015,15.0,,,,
solomon_r202,5,CVAR,0,20.0,357.74206,333.3229,786.64205,24.41916,390.05842,0.0,0.0,0.0,1.0,186.73314,0.0,16.0,,,,
solomon_r202,5,Q90C,0,30.0,373.02094,351.65392,829.90325,21.36702,407.47013,0.0,0.0,0.0,1.0,114.89043,0.015,15.0,1.1563,,,
solomon_r202,5,RO,0,20.0,373.02094,351.65392,829.90325,21.36702,407.47013,0.0,0.0,0.0,1.0,114.89043,0.015,15.0,,,,
solomon_r202,5,DFR,0,50.1,373.02094,351.65392,829.90325,21.36702,407.47013,0.0,0.0,0.0,1.0,114.89043,0.015,15.0,1.161,0.0451,0.691,SAA
solomon_r202,5,ORT,0,20.0,477.39144,445.68056,1051.80613,31.71088,531.93615,0.0,0.0,0.0,0.525,16.61752,0.06,18.0,,,,
solomon_rc101,1,DET,0,20.0,662.88294,568.02988,1340.55051,94.85306,812.45777,0.035,0.035,2.5392,1.0,1364.46118,0.135,29.0,,,,
solomon_rc101,1,PTO,0,20.0,738.23784,625.32073,1475.75692,112.91711,927.39626,0.01,0.01,0.8362,1.0,1244.39222,0.405,29.0,,,,
solomon_rc101,1,SAA,0,20.0,658.40529,592.14178,1397.45461,66.2635,756.30587,0.0,0.0,0.0,1.0,886.8201,0.12,31.0,,,,
solomon_rc101,1,CVAR,0,20.0,681.31078,617.32316,1456.88265,63.98763,757.28452,0.0,0.0,0.0,1.0,972.15253,0.025,33.0,,,,
solomon_rc101,1,Q90C,0,30.0,694.64546,620.58623,1464.58351,74.05923,800.1559,0.0,0.0,0.0,1.0,1067.78458,0.075,34.0,1.2047,,,
solomon_rc101,1,RO,0,20.0,680.83417,625.86165,1477.0335,54.97252,773.81174,0.0,0.0,0.0,1.0,739.85032,0.075,32.0,,,,
solomon_rc101,1,DFR,0,50.1,641.54022,561.15289,1324.32083,80.38733,734.62525,0.0,0.0,0.0,1.0,1206.99656,0.105,29.0,1.2047,0.0457,0.862,SAA
solomon_rc101,1,ORT,0,20.0,927.29807,884.44508,2087.29038,42.85299,997.09166,0.0,0.0,0.0,0.89,170.1098,0.02,44.0,,,,
solomon_rc101,2,DET,0,20.0,645.84469,551.71523,1302.04795,94.12946,795.22378,0.01,0.01,0.8109,1.0,1160.23922,0.275,27.0,,,,
solomon_rc101,2,PTO,0,20.0,700.84824,563.8499,1330.68577,136.99834,961.7801,0.005,0.005,0.43012,1.0,1509.51683,0.335,26.0,,,,
solomon_rc101,2,SAA,0,20.0,672.50924,591.70729,1396.4292,80.80195,791.69882,0.015,0.015,1.08016,1.0,1101.53904,0.145,32.0,,,,
solomon_rc101,2,CVAR,0,20.0,670.13812,602.09041,1420.93338,68.0477,762.0108,0.005,0.005,0.43012,1.0,968.35401,0.065,32.0,,,,
solomon_rc101,2,Q90C,0,30.0,651.11224,588.02527,1387.73964,63.08697,751.62285,0.005,0.005,0.40311,1.0,846.48936,0.08,31.0,1.2021,,,
solomon_rc101,2,RO,0,20.0,675.26838,595.39353,1405.12872,79.87485,785.56011,0.005,0.005,0.40311,1.0,1133.347,0.105,30.0,,,,
solomon_rc101,2,DFR,0,50.0,650.17357,557.82141,1316.45853,92.35216,777.15393,0.005,0.005,0.44204,1.0,1342.84321,0.115,28.0,1.201,0.0451,0.858,DF
solomon_rc101,2,ORT,0,20.0,896.96308,848.4832,2002.42036,48.47987,981.01855,0.0,0.0,0.0,0.935,217.74745,0.04,42.0,,,,
solomon_rc101,3,DET,0,20.0,706.52576,607.25819,1433.12932,99.26757,851.04921,0.005,0.005,0.36056,1.0,1282.2515,0.275,31.0,,,,
solomon_rc101,3,PTO,0,20.0,699.03604,563.13036,1328.98765,135.90568,936.88164,0.035,0.035,2.44748,1.0,1438.71355,0.46,29.0,,,,
solomon_rc101,3,SAA,0,20.0,677.35013,597.34243,1409.72814,80.0077,816.47679,0.0,0.0,0.0,1.0,1070.30402,0.125,30.0,,,,
solomon_rc101,3,CVAR,0,20.0,678.61556,626.01635,1477.39859,52.59921,782.66401,0.005,0.005,0.38079,1.0,640.83424,0.07,33.0,,,,
solomon_rc101,3,Q90C,0,30.0,698.35932,626.23949,1477.9252,72.11983,808.9742,0.0,0.0,0.0,1.0,990.94651,0.08,33.0,1.1876,,,
solomon_rc101,3,RO,0,20.0,688.65497,615.61914,1452.86116,73.03583,832.43371,0.0,0.0,0.0,1.0,931.16659,0.115,31.0,,,,
solomon_rc101,3,DFR,0,50.1,673.87415,594.86918,1403.89126,79.00497,812.27236,0.0,0.0,0.0,1.0,1052.54933,0.125,30.0,1.1876,0.0451,0.859,SAA
solomon_rc101,3,ORT,0,20.0,941.37331,894.22247,2110.36503,47.15084,1013.6631,0.005,0.005,0.38079,0.92,210.21675,0.03,45.0,,,,
solomon_rc101,4,DET,0,20.0,682.09346,590.73567,1394.13617,91.35779,864.21501,0.01,0.01,0.80623,1.0,1188.55589,0.145,29.0,,,,
solomon_rc101,4,PTO,0,20.0,727.51853,557.86672,1316.56547,169.6518,1027.09878,0.005,0.005,0.15524,1.0,1710.53606,0.51,26.0,,,,
solomon_rc101,4,SAA,0,20.0,671.86779,565.58072,1334.77051,106.28707,877.59605,0.01,0.01,0.74404,1.0,1360.29136,0.21,28.0,,,,
solomon_rc101,4,CVAR,0,20.0,659.95774,598.38214,1412.18185,61.5756,763.33253,0.005,0.005,0.4005,1.0,852.61194,0.04,31.0,,,,
solomon_rc101,4,Q90C,0,30.0,648.64417,558.27886,1317.5381,90.36531,840.22208,0.01,0.01,0.79101,1.0,1122.25618,0.19,28.0,1.1931,,,
solomon_rc101,4,RO,0,20.0,666.03949,582.5965,1374.92773,83.44299,800.61268,0.005,0.005,0.4005,1.0,1187.85976,0.085,31.0,,,,
solomon_rc101,4,DFR,0,50.1,667.14726,559.34652,1320.05779,107.80074,886.26387,0.01,0.01,0.74404,1.0,1355.56489,0.21,27.0,1.1951,0.0878,0.86,SAA
solomon_rc101,4,ORT,0,20.0,891.27033,844.88419,1993.92669,46.38614,973.60889,0.0,0.0,0.0,0.905,221.17272,0.025,41.0,,,,
solomon_rc101,5,DET,0,20.0,698.58517,562.97825,1328.62868,135.60691,943.56474,0.01,0.015,1.14631,1.0,1702.38828,0.26,29.0,,,,
solomon_rc101,5,PTO,0,20.0,653.31196,564.26871,1331.67415,89.04325,815.11433,0.07,0.07,5.87721,1.0,1154.16496,0.125,27.0,,,,
solomon_rc101,5,SAA,0,20.0,693.54625,575.81862,1358.93194,117.72763,853.8345,0.055,0.06,3.23078,1.0,1544.95258,0.32,30.0,,,,
solomon_rc101,5,CVAR,0,20.0,663.67075,593.19656,1399.94389,70.47419,777.72025,0.015,0.015,1.24227,1.0,999.43377,0.06,29.0,,,,
solomon_rc101,5,Q90C,0,30.0,640.97732,575.04426,1357.10445,65.93306,735.42344,0.015,0.015,1.19169,1.0,938.7612,0.055,30.0,1.1965,,,
solomon_rc101,5,RO,0,20.0,661.1209,580.70859,1370.47227,80.41231,780.3825,0.01,0.01,0.83323,1.0,1131.54629,0.12,29.0,,,,
solomon_rc101,5,DFR,0,50.1,689.19218,587.97947,1387.63155,101.21271,827.67992,0.055,0.06,3.23078,1.0,1435.85421,0.185,31.0,1.1975,0.0451,0.86,SAA
solomon_rc101,5,ORT,0,20.0,914.39118,867.55234,2047.42353,46.83883,986.9342,0.005,0.005,0.43012,0.895,215.52661,0.025,43.0,,,,
solomon_rc201,1,DET,0,20.0,471.88986,447.23531,1055.47534,24.65455,506.62045,0.0,0.0,0.0,1.0,225.74094,0.005,18.0,,,,
solomon_rc201,1,PTO,0,20.0,452.1121,421.50096,994.74226,30.61114,496.4531,0.0,0.0,0.0,1.0,316.97281,0.045,16.0,,,,
solomon_rc201,1,SAA,0,20.0,451.66835,419.88304,990.92396,31.78531,483.66881,0.0,0.0,0.0,1.0,371.80629,0.005,18.0,,,,
solomon_rc201,1,CVAR,0,20.0,452.27664,428.90361,1012.21252,23.37303,479.01369,0.0,0.0,0.0,1.0,226.11053,0.0,18.0,,,,
solomon_rc201,1,Q90C,0,30.0,451.66835,419.88304,990.92396,31.78531,483.66881,0.0,0.0,0.0,1.0,371.80629,0.005,18.0,1.1601,,,
solomon_rc201,1,RO,0,20.0,477.74382,420.22078,991.72104,57.52304,512.96241,0.0,0.0,0.0,1.0,890.66076,0.0,16.0,,,,
solomon_rc201,1,DFR,0,50.0,441.2743,415.11735,979.67694,26.15695,469.00113,0.0,0.0,0.0,1.0,273.63908,0.0,16.0,1.1532,0.0451,0.68,DF
solomon_rc201,1,ORT,0,20.0,579.93001,544.97082,1286.13113,34.95919,653.21547,0.0,0.0,0.0,0.71,62.83376,0.06,19.0,,,,
solomon_rc201,2,DET,0,20.0,455.45134,425.96028,1005.26627,29.49106,496.96546,0.0,0.0,0.0,1.0,311.12122,0.02,16.0,,,,
solomon_rc201,2,PTO,0,20.0,464.59392,430.34325,1015.61008,34.25067,498.55922,0.0,0.0,0.0,1.0,426.8133,0.0,16.0,,,,
solomon_rc201,2,SAA,0,20.0,469.33856,428.01443,1010.11406,41.32413,496.94374,0.0,0.0,0.0,1.0,581.28254,0.0,16.0,,,,
solomon_rc201,2,CVAR,0,20.0,430.46418,404.5846,954.81966,25.87958,460.96016,0.0,0.0,0.0,1.0,267.09161,0.0,16.0,,,,
solomon_rc201,2,Q90C,0,30.0,469.33856,428.01443,1010.11406,41.32413,496.94374,0.0,0.0,0.0,1.0,581.28254,0.0,16.0,1.1539,,,
solomon_rc201,2,RO,0,20.0,403.94949,362.46089,855.4077,41.4886,430.98829,0.0,0.0,0.0,1.0,554.92207,0.0,16.0,,,,
solomon_rc201,2,DFR,0,50.0,469.33856,428.01443,1010.11406,41.32413,496.94374,0.0,0.0,0.0,1.0,581.28254,0.0,16.0,1.1539,0.1158,0.681,SAA
solomon_rc201,2,ORT,0,20.0,565.25061,531.99063,1255.49789,33.25997,619.70648,0.0,0.0,0.0,0.74,73.69946,0.045,18.0,,,,
solomon_rc201,3,DET,0,20.0,454.37269,421.95518,995.81422,32.41752,484.4014,0.0,0.0,0.0,1.0,394.50034,0.0,18.0,,,,
solomon_rc201,3,PTO,0,20.0,452.34106,425.81647,1004.92687,26.52458,483.1187,0.0,0.0,0.0,1.0,275.59169,0.0,18.0,,,,
solomon_rc201,3,SAA,0,20.0,443.73401,411.24355,970.53477,32.49046,477.1789,0.0,0.0,0.0,1.0,384.70928,0.0,17.0,,,,
solomon_rc201,3,CVAR,0,20.0,408.14731,378.76406,893.88319,29.38325,437.25001,0.0,0.0,0.0,1.0,329.26501,0.0,18.0,,,,
solomon_rc201,3,Q90C,0,30.0,443.73401,411.24355,970.53477,32.49046,477.1789,0.0,0.0,0.0,1.0,384.70928,0.0,17.0,1.1539,,,
solomon_rc201,3,RO,0,20.0,414.8796,379.19264,894.89463,35.68696,444.68646,0.0,0.0,0.0,1.0,441.28924,0.0,15.0,,,,
solomon_rc201,3,DFR,0,50.0,443.73401,411.24355,970.53477,32.49046,477.1789,0.0,0.0,0.0,1.0,384.70928,0.0,17.0,1.1539,0.0451,0.679,SAA
solomon_rc201,3,ORT,0,20.0,579.53484,545.81449,1288.12221,33.72034,640.26743,0.0,0.0,0.0,0.7,48.85681,0.045,19.0,,,,
solomon_rc201,4,DET,0,20.0,438.13253,412.69102,973.95081,25.44151,473.4693,0.0,0.0,0.0,1.0,212.38018,0.0,17.0,,,,
solomon_rc201,4,PTO,0,20.0,457.59327,435.24977,1027.18946,22.3435,489.51003,0.0,0.0,0.0,1.0,164.71994,0.0,17.0,,,,
solomon_rc201,4,SAA,0,20.0,443.72609,415.98639,981.72787,27.7397,486.24657,0.0,0.0,0.0,1.0,274.94397,0.0,16.0,,,,
solomon_rc201,4,CVAR,0,20.0,453.32256,434.70227,1025.89736,18.62029,482.99221,0.0,0.0,0.0,1.0,103.60581,0.0,18.0,,,,
solomon_rc201,4,Q90C,0,30.0,444.19686,413.83041,976.63978,30.36645,477.95543,0.0,0.0,0.0,1.0,338.62902,0.0,16.0,1.1604,,,
solomon_rc201,4,RO,0,20.0,428.42709,392.33713,925.91563,36.08996,475.3025,0.0,0.0,0.0,1.0,429.39913,0.03,14.0,,,,
solomon_rc201,4,DFR,0,50.0,443.72609,415.98639,981.72787,27.7397,486.24657,0.0,0.0,0.0,1.0,274.94397,0.0,16.0,1.1604,0.0473,0.68,SAA
solomon_rc201,4,ORT,0,20.0,569.35108,532.30629,1256.24285,37.04479,641.27894,0.0,0.0,0.0,0.775,103.04571,0.07,18.0,,,,
solomon_rc201,5,DET,0,20.0,467.6074,435.64256,1028.11643,31.96484,504.73502,0.0,0.0,0.0,1.0,371.79681,0.0,17.0,,,,
solomon_rc201,5,PTO,0,20.0,434.64838,414.07639,977.22028,20.572,464.27474,0.0,0.0,0.0,1.0,139.48991,0.0,17.0,,,,
solomon_rc201,5,SAA,0,20.0,468.64627,441.65419,1042.30389,26.99208,501.08733,0.0,0.0,0.0,1.0,250.04155,0.005,17.0,,,,
solomon_rc201,5,CVAR,0,20.0,426.02042,397.82599,938.86934,28.19443,458.11201,0.0,0.0,0.0,1.0,298.93861,0.005,16.0,,,,
solomon_rc201,5,Q90C,0,30.0,467.84363,440.18975,1038.84781,27.65387,500.4938,0.0,0.0,0.0,1.0,276.82749,0.005,17.0,1.1499,,,
solomon_rc201,5,RO,0,20.0,438.1066,395.24385,932.77549,42.86275,475.21508,0.0,0.0,0.0,1.0,560.50498,0.01,12.0,,,,
solomon_rc201,5,DFR,0,50.0,468.64627,441.65419,1042.30389,26.99208,501.08733,0.0,0.0,0.0,1.0,250.04155,0.005,17.0,1.1528,0.0451,0.68,SAA
solomon_rc201,5,ORT,0,20.0,569.64396,532.66638,1257.09265,36.97759,634.34002,0.0,0.0,0.0,0.775,104.00177,0.055,18.0,,,,
