family,rep,method,seed,secs,E_cost,E_fuel,E_emission,E_recourse,CVaR_cost,P_trigger,E_returns,E_return_km,P_late,E_late_min,P_defer,n_veh,kappa,rho,tau_mean,selected
peshawar_real,2,CVAR,0,20.0,104.65476,94.34226,222.64773,10.3125,130.30767,0.18,0.215,1.54775,0.0,0.0,0.01,27.0,,,,
peshawar_real,2,Q90C,0,30.0,100.35049,89.73549,211.77575,10.615,130.69439,0.075,0.095,0.91792,0.0,0.0,0.02,28.0,1.1827,,,
peshawar_real,2,RO,0,20.0,113.01229,103.16479,243.46891,9.8475,134.65699,0.025,0.035,0.14368,0.0,0.0,0.0,34.0,,,,
peshawar_real,2,DFR,0,50.1,101.57495,88.85745,209.70358,12.7175,146.62168,0.125,0.17,1.51813,0.0,0.0,0.06,27.0,1.1822,0.0451,0.703,SAA
peshawar_real,2,ORT,0,20.8,97.99334,85.22834,201.13889,12.765,145.77411,0.14,0.215,2.32163,0.0,0.0,0.07,27.0,,,,
peshawar_real,3,DET,0,20.0,213.00801,108.68051,256.48601,104.3275,441.30695,0.31,0.525,4.7456,0.0,0.0,0.69,24.0,,,,
peshawar_real,3,PTO,0,20.0,272.05914,109.62414,258.71297,162.435,564.3513,0.38,0.555,5.45092,0.0,0.0,0.865,23.0,,,,
peshawar_real,3,SAA,0,20.0,105.72537,89.13787,210.36538,16.5875,177.71306,0.215,0.335,3.8679,0.0,0.0,0.12,27.0,,,,
peshawar_real,3,CVAR,0,20.0,105.77678,95.47928,225.33111,10.2975,146.65149,0.155,0.2,2.08928,0.0,0.0,0.045,27.0,,,,
peshawar_real,3,Q90C,0,30.0,98.0097,88.7022,209.3372,9.3075,128.80714,0.11,0.125,1.28099,0.0,0.0,0.02,28.0,1.182,,,
peshawar_real,3,RO,0,20.0,112.45802,104.08802,245.64772,8.37,134.93981,0.06,0.07,0.73824,0.0,0.0,0.005,34.0,,,,
peshawar_real,3,DFR,0,50.1,100.08067,89.30567,210.76139,10.775,142.11368,0.15,0.185,1.83495,0.0,0.0,0.055,27.0,1.1793,0.124,0.704,DF
peshawar_real,3,ORT,0,20.8,97.85937,85.33187,201.38321,12.5275,156.26274,0.205,0.285,3.17594,0.0,0.0,0.08,27.0,,,,
peshawar_real,4,DET,0,20.0,152.78158,111.29658,262.65994,41.485,267.23531,0.165,0.18,1.70384,0.0,0.0,0.345,27.0,,,,
peshawar_real,4,PTO,0,20.0,261.54659,108.46409,255.97526,153.0825,563.00851,0.375,0.545,4.92009,0.0,0.0,0.795,24.0,,,,
peshawar_real,4,SAA,0,20.0,102.27845,90.90595,214.53804,11.3725,140.126,0.12,0.14,1.49665,0.0,0.0,0.04,27.0,,,,
peshawar_real,4,CVAR,0,20.0,99.60117,89.70867,211.71246,9.8925,130.2141,0.15,0.17,1.67287,0.0,0.0,0.025,27.0,,,,
peshawar_real,4,Q90C,0,30.0,99.75716,90.14716,212.7473,9.61,133.37496,0.075,0.09,1.02195,0.0,0.0,0.03,28.0,1.1878,,,
peshawar_real,4,RO,0,20.0,110.9596,102.5996,242.13505,8.36,131.45454,0.015,0.015,0.18907,0.0,0.0,0.0,34.0,,,,
peshawar_real,4,DFR,0,50.0,104.41069,93.56819,220.82092,10.8425,142.70329,0.145,0.16,1.59252,0.0,0.0,0.045,27.0,1.1933,0.2166,0.704,DF
peshawar_real,4,ORT,0,20.8,97.02542,84.88042,200.3178,12.145,148.49966,0.19,0.22,2.61477,0.0,0.0,0.08,27.0,,,,
peshawar_real,5,DET,0,20.0,196.06409,109.58659,258.62436,86.4775,386.81993,0.455,0.78,6.58102,0.0,0.0,0.61,26.0,,,,
peshawar_real,5,PTO,0,20.0,223.45993,113.33243,267.46453,110.1275,426.87925,0.42,0.665,6.70664,0.0,0.0,0.78,25.0,,,,
peshawar_real,5,SAA,0,20.0,100.49372,86.79372,204.83318,13.7,160.27507,0.285,0.38,4.5663,0.0,0.0,0.105,27.0,,,,
peshawar_real,5,CVAR,0,20.0,107.12361,90.55611,213.71241,16.5675,181.5131,0.215,0.3,3.08936,0.0,0.0,0.135,27.0,,,,
peshawar_real,5,Q90C,0,30.1,100.5178,88.9428,209.90502,11.575,150.70925,0.165,0.215,2.57487,0.0,0.0,0.045,27.0,1.1856,,,
peshawar_real,5,RO,0,20.0,107.61481,98.25481,231.88136,9.36,139.3884,0.07,0.085,0.98168,0.0,0.0,0.025,33.0,,,,
peshawar_real,5,DFR,0,50.1,100.77091,88.55341,208.98604,12.2175,152.82025,0.205,0.295,2.88459,0.0,0.0,0.07,27.0,1.1936,0.067,0.704,DF
peshawar_real,5,ORT,0,20.8,102.9325,86.145,203.30219,16.7875,173.06849,0.27,0.38,4.17976,0.0,0.0,0.135,27.0,,,,
solomon_c101,1,DET,0,20.0,467.14803,440.11265,1038.66586,27.03538,532.09434,0.395,0.44,30.55542,1.0,255.95756,0.0,22.0,,,,
solomon_c101,1,PTO,0,20.0,562.37217,376.63723,888.86386,185.73494,711.06046,0.8,2.075,106.51414,1.0,3298.64874,0.02,14.0,,,,
solomon_c101,1,SAA,0,20.0,402.22705,385.51002,909.80364,16.71703,462.3774,0.245,0.315,18.05499,1.0,58.04059,0.0,19.0,,,,
solomon_c101,1,CVAR,0,20.0,405.50265,387.32771,914.09339,18.17494,474.94623,0.265,0.37,20.31787,1.0,98.9988,0.0,19.0,,,,
solomon_c101,1,Q90C,0,30.0,496.11206,384.823,908.18228,111.28906,545.2042,0.06,0.07,2.77848,1.0,1990.98123,0.0,17.0,1.1632,,,
solomon_c101,1,RO,0,20.0,473.74596,455.93109,1075.99738,17.81487,512.62366,0.0,0.0,0.0,1.0,78.29731,0.0,27.0,,,,
solomon_c101,1,DFR,0,50.0,402.22705,385.51002,909.80364,16.71703,462.3774,0.245,0.315,18.05499,1.0,58.04059,0.0,19.0,1.1684,0.0451,0.863,SAA
solomon_c101,1,ORT,0,20.6,798.62691,305.56454,721.13231,493.06237,923.91172,0.515,1.04,59.19603,1.0,9537.1474,0.04,12.0,,,,
solomon_c101,2,DET,0,20.0,418.3245,363.31033,857.41239,55.01417,529.94504,0.57,1.085,79.32526,1.0,750.23334,0.0,19.0,,,,
solomon_c101,2,PTO,0,20.0,422.02295,340.86351,804.43789,81.15944,555.17234,0.77,1.84,116.29123,1.0,1213.33876,0.0,15.0,,,,
solomon_c101,2,SAA,0,20.0,413.23625,366.34706,864.57905,46.8892,503.22744,0.33,0.48,29.67102,1.0,645.08393,0.0,17.0,,,,
solomon_c101,2,CVAR,0,20.0,401.69156,357.21796,843.03438,44.4736,468.74628,0.265,0.375,20.49719,1.0,624.772,0.0,16.0,,,,
solomon_c101,2,Q90C,0,30.0,389.52028,361.23575,852.51636,28.28453,434.14365,0.075,0.08,3.03777,1.0,282.2406,0.0,18.0,1.1605,,,
solomon_c101,2,RO,0,20.0,513.80922,468.24876,1105.06708,45.56045,555.18727,0.02,0.02,0.75728,1.0,641.35905,0.0,22.0,,,,
solomon_c101,2,DFR,0,50.0,413.23625,366.34706,864.57905,46.8892,503.22744,0.33,0.48,29.67102,1.0,645.08393,0.0,17.0,1.1522,0.05,0.863,SAA
solomon_c101,2,ORT,0,20.6,834.39564,293.23325,692.03047,541.16239,948.42954,0.5,1.11,47.36047,1.0,10468.24779,0.05,11.0,,,,
solomon_c101,3,DET,0,20.0,413.77266,345.43237,815.22039,68.34029,534.47659,0.655,1.36,79.81546,1.0,980.15586,0.035,14.0,,,,
solomon_c101,3,PTO,0,20.0,519.59944,350.32741,826.77269,169.27203,687.92174,0.83,2.2,137.82312,1.0,2844.5906,0.055,16.0,,,,
solomon_c101,3,SAA,0,20.0,447.61051,406.69997,959.81193,40.91054,510.01663,0.205,0.25,16.47022,1.0,520.16076,0.0,20.0,,,,
solomon_c101,3,CVAR,0,20.0,460.87424,423.20897,998.77316,37.66527,529.19901,0.24,0.28,17.30306,1.0,476.4554,0.0,19.0,,,,
solomon_c101,3,Q90C,0,30.0,440.79211,419.60355,990.26438,21.18856,476.60715,0.015,0.02,0.81454,1.0,140.37128,0.0,23.0,1.1834,,,
solomon_c101,3,RO,0,20.0,534.96936,473.20591,1116.76594,61.76345,579.46268,0.01,0.015,0.79882,1.0,963.81898,0.0,23.0,,,,
solomon_c101,3,DFR,0,50.0,431.48179,406.82516,960.10738,24.65663,486.77102,0.085,0.1,8.20177,1.0,210.83254,0.0,19.0,1.1702,0.0542,0.864,DF
solomon_c101,3,ORT,0,20.6,875.76374,301.26572,710.98711,574.49802,1002.3589,0.545,1.24,54.55316,1.0,11052.06036,0.095,11.0,,,,
solomon_c101,4,DET,0,20.0,462.96818,444.25858,1048.45024,18.70961,514.73305,0.38,0.48,23.52488,1.0,102.69215,0.0,23.0,,,,
solomon_c101,4,PTO,0,20.0,420.67577,359.92572,849.42469,60.75005,520.71049,0.645,1.105,75.51522,1.0,868.20095,0.0,16.0,,,,
solomon_c101,4,SAA,0,20.0,411.15426,377.24704,890.30302,33.90721,483.56654,0.335,0.5,28.8438,1.0,401.09425,0.0,18.0,,,,
solomon_c101,4,CVAR,0,20.0,437.24572,403.00285,951.08673,34.24287,502.9527,0.195,0.265,18.19748,1.0,425.20744,0.0,18.0,,,,
solomon_c101,4,Q90C,0,30.0,469.66011,392.25879,925.73074,77.40132,519.40641,0.06,0.08,4.1141,1.0,1294.07636,0.0,18.0,1.1523,,,
solomon_c101,4,RO,0,20.0,561.58029,436.92801,1031.15009,124.65229,606.836,0.01,0.015,1.04187,1.0,2238.4457,0.0,23.0,,,,
solomon_c101,4,DFR,0,50.0,399.93428,379.10843,894.6959,20.82585,447.35915,0.1,0.125,5.84655,1.0,168.31697,0.0,18.0,1.1603,0.0451,0.865,DF
solomon_c101,4,ORT,0,20.6,809.13525,313.1762,739.09583,495.95905,912.48866,0.57,1.21,56.58141,1.0,9581.38101,0.04,11.0,,,,
solomon_c101,5,DET,0,20.0,481.83462,337.48959,796.47543,144.34503,627.8051,0.785,2.115,109.55003,1.0,2467.55059,0.025,12.0,,,,
solomon_c101,5,PTO,0,20.0,431.38947,352.39803,831.65936,78.99143,563.29838,0.77,1.845,105.6086,1.0,1190.27865,0.005,17.0,,,,
solomon_c101,5,SAA,0,20.0,471.31202,416.81184,983.67593,54.50018,550.35254,0.34,0.47,32.05522,1.0,803.35363,0.0,17.0,,,,
solomon_c101,5,CVAR,0,20.0,467.33207,368.20021,868.9525,99.13185,550.31851,0.345,0.48,27.36404,1.0,1686.83708,0.005,15.0,,,,
solomon_c101,5,Q90C,0,30.0,432.20036,408.10403,963.12551,24.09633,481.34736,0.045,0.05,2.23612,1.0,209.7766,0.0,21.0,1.1634,,,
solomon_c101,5,RO,0,20.0,478.26715,449.77363,1061.46577,28.49352,516.37137,0.0,0.0,0.0,1.0,298.5204,0.0,23.0,,,,
solomon_c101,5,DFR,0,50.0,441.03393,420.07205,991.37004,20.96188,481.72551,0.04,0.04,2.61818,1.0,140.58751,0.0,22.0,1.1529,0.1197,0.864,DF
solomon_c101,5,ORT,0,20.6,942.23889,295.80821,698.10737,646.43068,1059.25323,0.44,0.835,36.44387,1.0,12521.56359,0.095,12.0,,,,
solomon_c201,1,DET,0,20.0,309.52239,289.11209,682.30454,20.4103,331.10087,0.0,0.0,0.0,1.0,187.80598,0.0,11.0,,,,
solomon_c201,1,PTO,0,20.0,320.80906,303.56483,716.413,17.24422,342.26867,0.0,0.0,0.0,1.0,116.78448,0.0,12.0,,,,
solomon_c201,1,SAA,0,20.0,292.12369,274.70359,648.30047,17.4201,313.67412,0.0,0.0,0.0,1.0,120.15191,0.0,11.0,,,,
solomon_c201,1,CVAR,0,20.0,315.29221,299.17463,706.05212,16.11758,337.89937,0.0,0.0,0.0,1.0,99.85169,0.0,13.0,,,,
solomon_c201,1,Q90C,0,30.0,212.59331,181.00114,427.16269,31.59217,248.94617,0.0,0.0,0.0,1.0,425.64331,0.0,5.0,1.1318,,,
solomon_c201,1,RO,0,20.0,216.88083,203.18457,479.51558,13.69626,242.93478,0.0,0.0,0.0,1.0,69.77522,0.0,6.0,,,,
solomon_c201,1,DFR,0,50.0,292.12369,274.70359,648.30047,17.4201,313.67412,0.0,0.0,0.0,1.0,120.15191,0.0,11.0,1.1318,0.0451,0.684,SAA
solomon_c201,1,ORT,0,20.0,464.03041,437.28599,1031.99494,26.74442,490.96184,0.0,0.0,0.0,0.195,3.08844,0.0,15.0,,,,
solomon_c201,2,DET,0,20.0,293.07925,280.26423,661.42358,12.81502,313.63693,0.0,0.0,0.0,1.0,26.00045,0.0,11.0,,,,
solomon_c201,2,PTO,0,20.0,288.94913,272.75495,643.70167,16.19419,309.01802,0.0,0.0,0.0,1.0,88.43371,0.0,10.0,,,,
solomon_c201,2,SAA,0,20.0,307.53935,293.76347,693.2818,13.77588,327.06273,0.0,0.0,0.0,1.0,31.2175,0.0,12.0,,,,
solomon_c201,2,CVAR,0,20.0,290.97215,274.98925,648.97462,15.9829,310.98609,0.0,0.0,0.0,1.0,98.55804,0.0,11.0,,,,
solomon_c201,2,Q90C,0,30.0,237.42404,221.94033,523.77918,15.48371,264.03228,0.0,0.0,0.0,1.0,70.02412,0.0,8.0,1.1381,,,
solomon_c201,2,RO,0,20.0,190.31855,175.81977,414.93466,14.49878,216.37042,0.0,0.0,0.0,1.0,71.22553,0.0,6.0,,,,
solomon_c201,2,DFR,0,50.0,301.5525,275.36364,649.85819,26.18886,322.40096,0.0,0.0,0.0,1.0,274.67723,0.0,11.0,1.1381,0.0454,0.685,DF
solomon_c201,2,ORT,0,20.0,472.09989,444.75123,1049.61291,27.34866,498.70742,0.0,0.0,0.0,0.57,19.37314,0.0,15.0,,,,
solomon_c201,3,DET,0,20.0,304.02759,285.18624,673.03952,18.84135,325.85609,0.0,0.0,0.0,1.0,142.92702,0.0,11.0,,,,
solomon_c201,3,PTO,0,20.0,298.95303,281.6757,664.75466,17.27733,320.34386,0.0,0.0,0.0,1.0,116.34653,0.0,12.0,,,,
solomon_c201,3,SAA,0,20.0,302.87122,288.24679,680.26243,14.62443,324.79543,0.0,0.0,0.0,1.0,57.23851,0.0,12.0,,,,
solomon_c201,3,CVAR,0,20.0,304.91108,289.52357,683.27563,15.38751,326.27579,0.0,0.0,0.0,1.0,105.00029,0.0,12.0,,,,
solomon_c201,3,Q90C,0,30.0,227.58485,210.84918,497.60406,16.73567,253.18169,0.0,0.0,0.0,1.0,88.41338,0.0,8.0,1.1501,,,
solomon_c201,3,RO,0,20.0,276.54161,254.55846,600.75797,21.98315,298.64766,0.0,0.0,0.0,1.0,159.163,0.0,9.0,,,,
solomon_c201,3,DFR,0,50.0,302.87122,288.24679,680.26243,14.62443,324.79543,0.0,0.0,0.0,1.0,57.23851,0.0,12.0,1.1501,0.066,0.685,SAA
solomon_c201,3,ORT,0,20.0,471.68302,444.61828,1049.29913,27.06475,499.29279,0.0,0.0,0.0,0.585,17.29497,0.0,15.0,,,,
solomon_c201,4,DET,0,20.0,274.78112,258.44195,609.92299,16.33918,296.78328,0.0,0.0,0.0,1.0,100.38351,0.0,10.0,,,,
solomon_c201,4,PTO,0,20.0,311.18528,296.34448,699.37297,14.84081,333.75835,0.0,0.0,0.0,1.0,35.91614,0.0,11.0,,,,
solomon_c201,4,SAA,0,20.0,289.52708,277.55208,655.02291,11.975,311.62514,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,
solomon_c201,4,CVAR,0,20.0,272.94368,254.79642,601.31954,18.14726,295.08103,0.0,0.0,0.0,1.0,141.34522,0.0,11.0,,,,
solomon_c201,4,Q90C,0,30.0,302.62201,281.75667,664.94574,20.86534,324.94077,0.0,0.0,0.0,1.0,136.20675,0.0,12.0,1.148,,,
solomon_c201,4,RO,0,20.0,268.24368,244.80367,577.73667,23.44001,297.8084,0.0,0.0,0.0,1.0,242.65016,0.0,8.0,,,,
solomon_c201,4,DFR,0,50.0,289.52708,277.55208,655.02291,11.975,311.62514,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.148,0.0451,0.684,SAA
solomon_c201,4,ORT,0,20.0,463.38147,435.56384,1027.93065,27.81764,491.48086,0.0,0.0,0.0,0.45,14.45271,0.0,15.0,,,,
solomon_c201,5,DET,0,20.0,292.54143,276.68118,652.96759,15.86025,316.3533,0.0,0.0,0.0,1.0,58.25501,0.0,11.0,,,,
solomon_c201,5,PTO,0,20.0,311.01234,292.18348,689.553,18.82887,334.52188,0.0,0.0,0.0,1.0,125.32733,0.0,11.0,,,,
solomon_c201,5,SAA,0,20.0,298.6632,282.4587,666.60252,16.2045,322.10495,0.0,0.0,0.0,1.0,63.29004,0.0,11.0,,,,
solomon_c201,5,CVAR,0,20.0,288.24632,267.90272,632.25041,20.3436,312.5473,0.0,0.0,0.0,1.0,145.42209,0.0,10.0,,,,
solomon_c201,5,Q90C,0,30.0,235.34369,219.54113,518.11707,15.80256,259.14665,0.0,0.0,0.0,1.0,75.75118,0.0,8.0,1.1333,,,
solomon_c201,5,RO,0,20.0,196.1095,179.47519,423.56146,16.6343,224.53003,0.0,0.0,0.0,1.0,103.13608,0.0,6.0,,,,
solomon_c201,5,DFR,0,50.0,283.5966,264.7676,624.85153,18.829,307.66789,0.0,0.0,0.0,1.0,114.37993,0.0,10.0,1.1333,0.0545,0.684,DF
solomon_c201,5,ORT,0,20.0,466.02062,436.86117,1030.99237,29.15945,495.32672,0.0,0.0,0.0,0.495,13.53893,0.0,15.0,,,,
solomon_r102,1,DET,0,20.0,547.24836,451.9179,1066.52625,95.33046,735.78659,0.015,0.015,0.53073,1.0,935.40916,0.315,30.0,,,,
solomon_r102,1,PTO,0,20.0,570.19971,449.92508,1061.82318,120.27463,766.09069,0.045,0.045,1.70675,1.0,1060.69261,0.525,28.0,,,,
solomon_r102,1,SAA,0,20.0,525.08994,455.86376,1075.83847,69.22619,619.82794,0.005,0.005,0.20248,1.0,935.37373,0.11,31.0,,,,
solomon_r102,1,CVAR,0,20.0,526.74278,477.07232,1125.89067,49.67046,589.09785,0.005,0.005,0.17805,1.0,646.80929,0.05,32.0,,,,
solomon_r102,1,Q90C,0,30.0,528.09728,464.6468,1096.56645,63.45048,625.3491,0.01,0.01,0.38053,1.0,822.75962,0.115,29.0,1.2248,,,
solomon_r102,1,RO,0,20.0,523.45698,466.38109,1100.65937,57.0759,597.04895,0.01,0.01,0.70711,1.0,756.71791,0.04,31.0,,,,
solomon_r102,1,DFR,0,50.0,517.16226,451.95497,1066.61372,65.20729,577.52453,0.0,0.0,0.0,1.0,959.64578,0.025,31.0,1.2266,0.1091,0.855,DF
solomon_r102,1,ORT,0,20.0,749.76884,702.01627,1656.7584,47.75257,808.60235,0.02,0.02,0.82095,1.0,181.40138,0.03,48.0,,,,
solomon_r102,2,DET,0,20.0,532.25108,445.08623,1050.4035,87.16485,701.17755,0.0,0.0,0.0,1.0,1015.6971,0.225,28.0,,,,
solomon_r102,2,PTO,0,20.0,530.36029,429.19417,1012.89823,101.16612,705.46708,0.0,0.0,0.0,1.0,1059.47244,0.38,28.0,,,,
solomon_r102,2,SAA,0,20.0,512.19859,444.4975,1049.0141,67.70109,615.21141,0.0,0.0,0.0,1.0,949.77171,0.07,28.0,,,,
solomon_r102,2,CVAR,0,20.0,515.22471,472.96059,1116.18698,42.26413,571.19548,0.0,0.0,0.0,1.0,522.78253,0.02,33.0,,,,
solomon_r102,2,Q90C,0,30.0,511.01916,455.62729,1075.28039,55.39187,575.60227,0.0,0.0,0.0,1.0,769.8374,0.035,30.0,1.2135,,,
solomon_r102,2,RO,0,20.0,534.95919,468.25027,1105.07063,66.70892,615.35517,0.0,0.0,0.0,1.0,928.52843,0.075,32.0,,,,
solomon_r102,2,DFR,0,50.0,512.19859,444.4975,1049.0141,67.70109,615.21141,0.0,0.0,0.0,1.0,949.77171,0.07,28.0,1.2135,0.1487,0.856,SAA
solomon_r102,2,ORT,0,20.0,750.60254,700.83558,1653.97198,49.76696,826.62483,0.0,0.0,0.0,1.0,196.0391,0.06,47.0,,,,
solomon_r102,3,DET,0,20.0,538.53249,451.29366,1065.05305,87.23882,718.99069,0.035,0.035,1.63148,1.0,1062.07645,0.2,30.0,,,,
solomon_r102,3,PTO,0,20.0,522.30169,461.19398,1088.41779,61.10771,660.10867,0.02,0.025,0.96597,1.0,709.85416,0.135,30.0,,,,
solomon_r102,3,SAA,0,20.0,564.22154,487.05611,1149.45241,77.16543,680.24166,0.005,0.01,0.58865,1.0,1075.45856,0.15,31.0,,,,
solomon_r102,3,CVAR,0,20.0,522.67214,460.58489,1086.98033,62.08725,593.07257,0.005,0.01,0.2963,1.0,900.94504,0.065,31.0,,,,
solomon_r102,3,Q90C,0,30.0,541.66734,476.46898,1124.46679,65.19836,658.47006,0.005,0.01,0.34957,1.0,824.66717,0.15,29.0,1.2071,,,
solomon_r102,3,RO,0,20.0,539.54008,476.8855,1125.44977,62.65459,620.39552,0.005,0.01,0.367,1.0,882.09172,0.065,32.0,,,,
solomon_r102,3,DFR,0,50.0,527.56364,472.25786,1114.52856,55.30578,620.15184,0.015,0.02,0.87826,1.0,701.86559,0.085,32.0,1.2071,0.0451,0.857,DF
solomon_r102,3,ORT,0,20.0,746.24714,700.65805,1653.553,45.58908,806.63864,0.03,0.035,1.54152,1.0,169.78167,0.03,48.0,,,,
solomon_r102,4,DET,0,20.0,552.22217,448.89161,1059.3842,103.33057,743.91077,0.01,0.01,0.43358,1.0,1147.46131,0.315,28.0,,,,
solomon_r102,4,PTO,0,20.0,550.34624,444.63789,1049.34542,105.70834,761.68367,0.025,0.03,0.94932,1.0,1076.8169,0.355,27.0,,,,
solomon_r102,4,SAA,0,20.0,529.72212,465.05667,1097.53374,64.66545,628.90627,0.015,0.02,1.05037,1.0,830.25896,0.1,31.0,,,,
solomon_r102,4,CVAR,0,20.0,521.08956,454.36886,1072.3105,66.7207,610.08976,0.01,0.015,0.74082,1.0,932.96398,0.065,31.0,,,,
solomon_r102,4,Q90C,0,30.0,517.10216,444.37517,1048.7254,72.72699,607.13117,0.01,0.015,0.74082,1.0,1049.23987,0.07,28.0,1.2217,,,
solomon_r102,4,RO,0,20.0,508.33008,448.73985,1059.02604,59.59023,599.48493,0.005,0.005,0.25554,1.0,777.45466,0.075,30.0,,,,
solomon_r102,4,DFR,0,50.0,499.14003,438.76697,1035.49004,60.37307,589.24481,0.015,0.02,0.89687,1.0,817.96137,0.055,29.0,1.2203,0.0451,0.856,DF
solomon_r102,4,ORT,0,20.0,749.1187,700.73707,1653.73948,48.38163,812.21732,0.035,0.04,1.86434,1.0,189.18257,0.04,48.0,,,,
solomon_r102,5,DET,0,20.0,520.81794,448.20181,1057.75627,72.61613,613.99746,0.0,0.0,0.0,1.0,1016.8727,0.135,29.0,,,,
solomon_r102,5,PTO,0,20.0,536.6027,455.96792,1076.0843,80.63477,700.27003,0.01,0.01,0.61803,1.0,928.74548,0.225,28.0,,,,
solomon_r102,5,SAA,0,20.0,517.23492,447.09343,1055.1405,70.14148,622.08014,0.005,0.005,0.20616,1.0,987.07968,0.095,28.0,,,,
solomon_r102,5,CVAR,0,20.0,523.504,457.52019,1079.74765,65.98381,596.65793,0.01,0.01,0.21042,1.0,996.02621,0.06,29.0,,,,
solomon_r102,5,Q90C,0,30.0,511.06234,452.31227,1067.45696,58.75007,567.55604,0.0,0.0,0.0,1.0,895.20141,0.015,29.0,1.1877,,,
solomon_r102,5,RO,0,20.0,534.55366,466.96807,1102.04465,67.58559,631.73769,0.0,0.0,0.0,1.0,953.21181,0.095,31.0,,,,
solomon_r102,5,DFR,0,50.0,517.23492,447.09343,1055.1405,70.14148,622.08014,0.005,0.005,0.20616,1.0,987.07968,0.095,28.0,1.1877,0.0641,0.857,SAA
solomon_r102,5,ORT,0,20.0,745.19895,701.44205,1655.40324,43.7569,805.17698,0.03,0.03,1.38068,1.0,165.93805,0.03,48.0,,,,
solomon_r202,1,DET,0,20.0,359.4547,331.16416,781.54743,28.29053,399.6707,0.0,0.0,0.0,1.0,241.01069,0.02,14.0,,,,
solomon_r202,1,PTO,0,20.0,358.55978,340.78902,804.26208,17.77076,388.77589,0.0,0.0,0.0,1.0,73.51526,0.0,16.0,,,,
solomon_r202,1,SAA,0,20.0,342.17431,320.04409,755.30405,22.13022,370.18785,0.0,0.0,0.0,1.0,152.70444,0.0,14.0,,,,
solomon_r202,1,CVAR,0,20.0,367.19977,347.90437,821.05431,19.2954,398.51863,0.0,0.0,0.0,1.0,98.30794,0.0,15.0,,,,
solomon_r202,1,Q90C,0,30.0,342.17431,320.04409,755.30405,22.13022,370.18785,0.0,0.0,0.0,1.0,152.70444,0.0,14.0,1.1561,,,
solomon_r202,1,RO,0,20.0,342.17431,320.04409,755.30405,22.13022,370.18785,0.0,0.0,0.0,1.0,152.70444,0.0,14.0,,,,
solomon_r202,1,DFR,0,50.0,342.17431,320.04409,755.30405,22.13022,370.18785,0.0,0.0,0.0,1.0,152.70444,0.0,14.0,1.1561,0.0451,0.691,SAA
solomon_r202,1,ORT,0,20.0,485.40939,452.35272,1067.55242,33.05667,535.89474,0.0,0.0,0.0,0.675,38.88336,0.03,18.0,,,,
solomon_r202,2,DET,0,20.0,321.87851,295.13758,696.5247,26.74093,355.99427,0.0,0.0,0.0,1.0,264.36851,0.01,13.0,,,,
solomon_r202,2,PTO,0,20.0,347.79462,326.73749,771.10048,21.05713,383.83305,0.0,0.0,0.0,1.0,145.54251,0.015,15.0,,,,
solomon_r202,2,SAA,0,20.0,361.95214,346.0297,816.63008,15.92244,388.13963,0.0,0.0,0.0,1.0,43.5988,0.0,17.0,,,,
solomon_r202,2,CVAR,0,20.0,334.52962,319.37818,753.7325,15.15144,361.19044,0.0,0.0,0.0,1.0,27.52884,0.0,15.0,,,,
solomon_r202,2,Q90C,0,30.0,361.95214,346.0297,816.63008,15.92244,388.13963,0.0,0.0,0.0,1.0,43.5988,0.0,17.0,1.1429,,,
solomon_r202,2,RO,0,20.0,361.95214,346.0297,816.63008,15.92244,388.13963,0.0,0.0,0.0,1.0,43.5988,0.0,17.0,,,,
solomon_r202,2,DFR,0,50.0,361.95214,346.0297,816.63008,15.92244,388.13963,0.0,0.0,0.0,1.0,43.5988,0.0,17.0,1.1429,0.0465,0.691,SAA
solomon_r202,2,ORT,0,20.0,477.80247,446.02737,1052.62459,31.77511,527.56443,0.0,0.0,0.0,0.52,18.00211,0.05,18.0,,,,
solomon_r202,3,DET,0,20.0,338.42687,319.34217,753.64752,19.0847,366.51258,0.0,0.0,0.0,1.0,83.74397,0.0,17.0,,,,
solomon_r202,3,PTO,0,20.0,342.78332,319.84157,754.8261,22.94175,370.78787,0.0,0.0,0.0,1.0,168.28504,0.0,15.0,,,,
solomon_r202,3,SAA,0,20.0,331.06451,306.57873,723.5258,24.48579,362.35407,0.0,0.0,0.0,1.0,199.8157,0.0,14.0,,,,
solomon_r202,3,CVAR,0,20.0,359.6275,341.36109,805.61217,18.26641,388.94024,0.0,0.0,0.0,1.0,78.27828,0.005,16.0,,,,
solomon_r202,3,Q90C,0,30.0,331.06451,306.57873,723.5258,24.48579,362.35407,0.0,0.0,0.0,1.0,199.8157,0.0,14.0,1.1448,,,
solomon_r202,3,RO,0,20.0,331.06451,306.57873,723.5258,24.48579,362.35407,0.0,0.0,0.0,1.0,199.8157,0.0,14.0,,,,
solomon_r202,3,DFR,0,50.0,333.99628,305.60717,721.23293,28.3891,371.10468,0.0,0.0,0.0,1.0,276.93208,0.01,13.0,1.1448,0.0464,0.689,SAA
solomon_r202,3,ORT,0,20.0,487.23162,452.26671,1067.34944,34.9649,541.69573,0.0,0.0,0.0,0.735,35.54806,0.045,18.0,,,,
solomon_r202,4,DET,0,20.0,358.65181,341.22728,805.29638,17.42453,399.60295,0.0,0.0,0.0,1.0,77.39064,0.025,17.0,,,,
