policy,median_rel,mean_rel,ci_lo,ci_hi,wins,losses,n,rb,p_holm,significant
fixed_low,-7.050950444312483,-6.174832885286504,-8.583822103715981,-4.193826170732733,18,2,20,-0.7333333333333333,0.00542449951171875,True
fixed_med,12.271248837125704,11.19239614372422,5.356589293131297,14.659124844410336,1,19,20,0.9428571428571428,8.0108642578125e-05,True
fixed_high,37.31787088067056,37.239594611064575,26.25830344159142,48.71113737298995,0,20,20,1.0,7.62939453125e-06,True
opt_nofeas,2.0874616015431733,2.956270093184991,-0.4100408969409327,4.111229983132204,7,13,20,0.23809523809523808,0.36827659606933594,False
