family,rep,method,kind,mag,E_cost,E_fuel,E_emission,E_recourse,CVaR_cost,P_trigger,E_returns,E_return_km,P_late,E_late_min,P_defer,n_veh
nyc_manhattan,1,RO,demand_mean,0.2,47.97924,38.10674,89.9319,9.8725,55.75576,0.01,0.015,0.05249,0.0,0.0,0.0,13.0
nyc_manhattan,1,RO,demand_mean,0.3,48.83866,38.94616,91.91293,9.8925,56.78383,0.02,0.025,0.17142,0.0,0.0,0.0,13.0
nyc_manhattan,1,RO,demand_var,0.25,46.33555,36.47305,86.07639,9.8625,54.02774,0.005,0.01,0.03939,0.0,0.0,0.0,13.0
nyc_manhattan,1,RO,demand_var,0.5,46.33526,36.47276,86.07572,9.8625,54.08038,0.005,0.01,0.03939,0.0,0.0,0.0,13.0
nyc_manhattan,1,RO,congestion,0.1,46.33632,36.47382,86.07823,9.8625,53.98443,0.005,0.01,0.03939,0.0,0.0,0.0,13.0
nyc_manhattan,1,RO,congestion,0.2,46.33632,36.47382,86.07823,9.8625,53.98443,0.005,0.01,0.03939,0.0,0.0,0.0,13.0
nyc_manhattan,1,RO,feas_drop,0.2,46.33632,36.47382,86.07823,9.8625,53.98443,0.005,0.01,0.03939,0.0,0.0,0.0,13.0
nyc_manhattan,1,DFR,demand_mean,0.1,43.34023,31.79273,75.03083,11.5475,57.79288,0.43,0.81,6.9185,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,demand_mean,0.2,47.52417,34.09667,80.46815,13.4275,64.06768,0.665,1.75,13.03795,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,demand_mean,0.3,52.51455,36.86705,87.00623,15.6475,69.21272,0.855,2.86,21.44955,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,demand_var,0.25,40.94676,30.07926,70.98706,10.8675,52.90525,0.29,0.47,3.68724,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,demand_var,0.5,41.20572,30.21822,71.31499,10.9875,53.72624,0.315,0.53,4.36159,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,congestion,0.1,40.52607,29.87857,70.51341,10.6475,51.18599,0.24,0.36,2.70864,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,congestion,0.2,40.52607,29.87857,70.51341,10.6475,51.18599,0.24,0.36,2.70864,0.0,0.0,0.0,7.0
nyc_manhattan,1,DFR,feas_drop,0.2,40.52607,29.87857,70.51341,10.6475,51.18599,0.24,0.36,2.70864,0.0,0.0,0.0,7.0
nyc_manhattan,2,DET,demand_mean,0.1,51.95371,36.14371,85.29914,15.81,64.57356,0.94,3.03,15.04061,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,demand_mean,0.2,56.38113,38.56113,91.00427,17.82,68.58666,0.99,4.035,22.48563,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,demand_mean,0.3,59.8706,40.8606,96.43101,19.01,70.95288,1.0,4.63,29.56548,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,demand_var,0.25,47.00826,33.75826,79.66949,13.25,61.19149,0.685,1.75,8.38432,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,demand_var,0.5,47.186,33.846,79.87657,13.34,61.71909,0.69,1.795,8.92452,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,congestion,0.1,46.85848,33.65848,79.43401,13.2,60.73947,0.68,1.725,7.7511,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,congestion,0.2,46.85848,33.65848,79.43401,13.2,60.73947,0.68,1.725,7.7511,0.0,0.0,0.0,6.0
nyc_manhattan,2,DET,feas_drop,0.2,46.85848,33.65848,79.43401,13.2,60.73947,0.68,1.725,7.7511,0.0,0.0,0.0,6.0
nyc_manhattan,2,SAA,demand_mean,0.1,47.76303,33.43303,78.90194,14.33,62.5568,0.635,1.38,8.26376,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,demand_mean,0.2,52.60641,36.05641,85.09314,16.55,67.89729,0.865,2.49,16.02396,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,demand_mean,0.3,57.46135,38.81135,91.59479,18.65,71.36825,0.975,3.54,24.6793,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,demand_var,0.25,44.40308,31.50308,74.34726,12.9,57.37208,0.385,0.665,3.97068,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,demand_var,0.5,44.72451,31.66451,74.72825,13.06,58.31234,0.42,0.745,4.76923,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,congestion,0.1,44.12309,31.37309,74.04049,12.75,56.43233,0.35,0.59,3.28459,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,congestion,0.2,44.12309,31.37309,74.04049,12.75,56.43233,0.35,0.59,3.28459,0.0,0.0,0.0,7.0
nyc_manhattan,2,SAA,feas_drop,0.2,44.12309,31.37309,74.04049,12.75,56.43233,0.35,0.59,3.28459,0.0,0.0,0.0,7.0
nyc_manhattan,2,Q90C,demand_mean,0.1,41.49338,31.43588,74.18868,10.0575,49.62027,0.04,0.045,0.33512,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,demand_mean,0.2,42.75429,32.47679,76.64522,10.2775,51.89742,0.135,0.155,1.05632,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,demand_mean,0.3,44.4533,33.6658,79.4513,10.7875,56.20696,0.26,0.41,2.46494,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,demand_var,0.25,40.54887,30.52137,72.03044,10.0275,48.67309,0.025,0.03,0.21275,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,demand_var,0.5,40.59337,30.54587,72.08826,10.0475,48.83279,0.035,0.04,0.33048,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,congestion,0.1,40.52308,30.50558,71.99317,10.0175,48.50012,0.02,0.025,0.12593,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,congestion,0.2,40.52308,30.50558,71.99317,10.0175,48.50012,0.02,0.025,0.12593,0.0,0.0,0.0,9.0
nyc_manhattan,2,Q90C,feas_drop,0.2,40.52308,30.50558,71.99317,10.0175,48.50012,0.02,0.025,0.12593,0.0,0.0,0.0,9.0
nyc_manhattan,2,RO,demand_mean,0.1,44.41641,34.16891,80.63862,10.2475,52.7699,0.015,0.02,0.09416,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,demand_mean,0.2,45.236,34.9785,82.54927,10.2575,53.69709,0.02,0.025,0.15049,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,demand_mean,0.3,46.12468,35.81718,84.52855,10.3075,54.9208,0.04,0.05,0.33315,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,demand_var,0.25,43.57303,33.35553,78.71905,10.2175,51.81765,0.005,0.005,0.03523,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,demand_var,0.5,43.61608,33.36858,78.74985,10.2475,52.04991,0.015,0.02,0.09416,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,congestion,0.1,43.55577,33.34827,78.70192,10.2075,51.76392,0.0,0.0,0.0,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,congestion,0.2,43.55577,33.34827,78.70192,10.2075,51.76392,0.0,0.0,0.0,0.0,0.0,0.0,11.0
nyc_manhattan,2,RO,feas_drop,0.2,43.55577,33.34827,78.70192,10.2075,51.76392,0.0,0.0,0.0,0.0,0.0,0.0,11.0
nyc_manhattan,2,DFR,demand_mean,0.1,46.02527,32.37027,76.39384,13.655,59.78009,0.58,1.095,8.11213,0.0,0.0,0.0,7.0
nyc_manhattan,2,DFR,demand_mean,0.2,50.36588,34.73088,81.96489,15.635,66.1024,0.81,1.96,14.96318,0.0,0.0,0.005,7.0
nyc_manhattan,2,DFR,demand_mean,0.3,55.28557,37.38057,88.21814,17.905,71.78823,0.935,3.095,23.43963,0.0,0.0,0.005,7.0
nyc_manhattan,2,DFR,demand_var,0.25,43.02836,30.53336,72.05873,12.495,54.99762,0.335,0.515,3.97037,0.0,0.0,0.0,7.0
nyc_manhattan,2,DFR,demand_var,0.5,43.33831,30.68331,72.41262,12.655,56.11347,0.37,0.595,4.74698,0.0,0.0,0.0,7.0
nyc_manhattan,2,DFR,congestion,0.1,42.89631,30.35131,71.6291,12.545,55.91614,0.3,0.415,3.04415,0.0,0.0,0.005,7.0
nyc_manhattan,2,DFR,congestion,0.2,43.14465,30.34965,71.62517,12.795,58.39948,0.3,0.415,3.04415,0.0,0.0,0.005,7.0
nyc_manhattan,2,DFR,feas_drop,0.2,42.64641,30.35141,71.62934,12.295,53.41715,0.3,0.415,3.04415,0.0,0.0,0.0,7.0
nyc_queens,1,DET,demand_mean,0.1,51.67104,43.86104,103.51205,7.81,62.54532,0.915,1.99,31.49761,0.0,0.0,0.0,3.0
nyc_queens,1,DET,demand_mean,0.2,56.55051,47.51051,112.1248,9.04,65.72982,0.985,2.605,43.1555,0.0,0.0,0.0,3.0
nyc_queens,1,DET,demand_mean,0.3,59.83509,50.25509,118.60202,9.58,68.03666,1.0,2.875,50.75147,0.0,0.0,0.0,3.0
nyc_queens,1,DET,demand_var,0.25,45.30827,39.29827,92.74391,6.01,58.22031,0.645,1.09,15.9601,0.0,0.0,0.0,3.0
nyc_queens,1,DET,demand_var,0.5,45.4988,39.4388,93.07557,6.06,58.82335,0.655,1.115,16.74783,0.0,0.0,0.0,3.0
nyc_queens,1,DET,congestion,0.1,45.11088,39.18088,92.46687,5.93,57.75675,0.63,1.05,15.36386,0.0,0.0,0.0,3.0
nyc_queens,1,DET,congestion,0.2,45.11088,39.18088,92.46687,5.93,57.75675,0.63,1.05,15.36386,0.0,0.0,0.0,3.0
nyc_queens,1,DET,feas_drop,0.2,45.11088,39.18088,92.46687,5.93,57.75675,0.63,1.05,15.36386,0.0,0.0,0.0,3.0
nyc_queens,1,SAA,demand_mean,0.1,45.64693,40.62443,95.87366,5.0225,59.4002,0.585,0.82,13.80827,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,demand_mean,0.2,50.84881,44.63631,105.3417,6.2125,65.41367,0.82,1.415,26.92907,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,demand_mean,0.3,56.30945,48.86695,115.32601,7.4425,68.66221,0.965,2.03,41.36575,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,demand_var,0.25,41.81456,37.66206,88.88245,4.1525,52.28522,0.34,0.385,5.71959,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,demand_var,0.5,42.27567,38.00317,89.68747,4.2725,54.48387,0.37,0.445,7.33732,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,congestion,0.1,41.52703,37.45453,88.3927,4.0725,51.02539,0.32,0.345,4.73187,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,congestion,0.2,41.52703,37.45453,88.3927,4.0725,51.02539,0.32,0.345,4.73187,0.0,0.0,0.0,4.0
nyc_queens,1,SAA,feas_drop,0.2,41.52703,37.45453,88.3927,4.0725,51.02539,0.32,0.345,4.73187,0.0,0.0,0.0,4.0
nyc_queens,1,Q90C,demand_mean,0.1,45.23385,41.75135,98.53318,3.4825,52.43098,0.02,0.025,0.43888,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,demand_mean,0.2,46.82852,43.20602,101.9662,3.6225,56.75251,0.085,0.095,1.91732,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,demand_mean,0.3,49.27447,45.19197,106.65306,4.0825,62.20238,0.24,0.325,5.91494,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,demand_var,0.25,44.01456,40.55206,95.70286,3.4625,50.71328,0.015,0.015,0.16298,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,demand_var,0.5,44.05341,40.58091,95.77096,3.4725,51.01109,0.02,0.02,0.29575,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,congestion,0.1,43.99713,40.54463,95.68534,3.4525,50.62547,0.01,0.01,0.12854,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,congestion,0.2,43.99713,40.54463,95.68534,3.4525,50.62547,0.01,0.01,0.12854,0.0,0.0,0.0,5.0
nyc_queens,1,Q90C,feas_drop,0.2,43.99713,40.54463,95.68534,3.4525,50.62547,0.01,0.01,0.12854,0.0,0.0,0.0,5.0
nyc_queens,1,RO,demand_mean,0.1,47.91117,43.56117,102.80436,4.35,53.96509,0.01,0.01,0.18409,0.0,0.0,0.0,6.0
nyc_queens,1,RO,demand_mean,0.2,49.08041,44.70041,105.49297,4.38,55.5463,0.025,0.025,0.44196,0.0,0.0,0.0,6.0
nyc_queens,1,RO,demand_mean,0.3,50.26328,45.84328,108.19013,4.42,57.431,0.04,0.045,0.70797,0.0,0.0,0.0,6.0
nyc_queens,1,RO,demand_var,0.25,46.7657,42.4357,100.14825,4.33,52.43749,0.0,0.0,0.0,0.0,0.0,0.0,6.0
nyc_queens,1,RO,demand_var,0.5,46.82533,42.47533,100.24179,4.35,52.96104,0.01,0.01,0.18409,0.0,0.0,0.0,6.0
nyc_queens,1,RO,congestion,0.1,46.7657,42.4357,100.14825,4.33,52.3766,0.0,0.0,0.0,0.0,0.0,0.0,6.0
nyc_queens,1,RO,congestion,0.2,46.7657,42.4357,100.14825,4.33,52.3766,0.0,0.0,0.0,0.0,0.0,0.0,6.0
nyc_queens,1,RO,feas_drop,0.2,46.7657,42.4357,100.14825,4.33,52.3766,0.0,0.0,0.0,0.0,0.0,0.0,6.0
nyc_queens,1,DFR,demand_mean,0.1,45.64693,40.62443,95.87366,5.0225,59.4002,0.585,0.82,13.80827,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,demand_mean,0.2,50.84881,44.63631,105.3417,6.2125,65.41367,0.82,1.415,26.92907,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,demand_mean,0.3,56.30945,48.86695,115.32601,7.4425,68.66221,0.965,2.03,41.36575,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,demand_var,0.25,41.81456,37.66206,88.88245,4.1525,52.28522,0.34,0.385,5.71959,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,demand_var,0.5,42.27567,38.00317,89.68747,4.2725,54.48387,0.37,0.445,7.33732,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,congestion,0.1,41.52703,37.45453,88.3927,4.0725,51.02539,0.32,0.345,4.73187,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,congestion,0.2,41.52703,37.45453,88.3927,4.0725,51.02539,0.32,0.345,4.73187,0.0,0.0,0.0,4.0
nyc_queens,1,DFR,feas_drop,0.2,41.52703,37.45453,88.3927,4.0725,51.02539,0.32,0.345,4.73187,0.0,0.0,0.0,4.0
nyc_queens,2,DET,demand_mean,0.1,52.39161,45.37161,107.077,7.02,66.48891,0.83,1.69,27.32385,0.0,0.0,0.0,4.0
nyc_queens,2,DET,demand_mean,0.2,58.07193,49.65193,117.17856,8.42,69.94989,0.965,2.39,41.61028,0.0,0.0,0.0,4.0
nyc_queens,2,DET,demand_mean,0.3,62.3019,53.1319,125.39128,9.17,73.73164,1.0,2.765,52.53959,0.0,0.0,0.0,4.0
nyc_queens,2,DET,demand_var,0.25,46.78897,41.27897,97.41836,5.51,62.43741,0.545,0.935,14.36532,0.0,0.0,0.0,4.0
nyc_queens,2,DET,demand_var,0.5,47.01078,41.46078,97.84743,5.55,63.26557,0.555,0.955,15.36522,0.0,0.0,0.0,4.0
nyc_queens,2,DET,congestion,0.1,46.52098,41.08098,96.95111,5.44,61.65838,0.54,0.9,13.34223,0.0,0.0,0.0,4.0
nyc_queens,2,DET,congestion,0.2,46.52098,41.08098,96.95111,5.44,61.65838,0.54,0.9,13.34223,0.0,0.0,0.0,4.0
nyc_queens,2,DET,feas_drop,0.2,46.52098,41.08098,96.95111,5.44,61.65838,0.54,0.9,13.34223,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,demand_mean,0.1,44.42978,40.27978,95.06027,4.15,56.89702,0.245,0.315,4.66071,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,demand_mean,0.2,47.93572,42.88572,101.21029,5.05,65.06201,0.45,0.765,11.26713,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,demand_mean,0.3,52.24665,46.03665,108.64648,6.21,70.1211,0.685,1.345,20.54685,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,demand_var,0.25,42.49992,38.63992,91.19022,3.86,54.05193,0.15,0.17,2.66147,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,demand_var,0.5,42.61229,38.71229,91.36101,3.9,54.47948,0.17,0.19,3.00715,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,congestion,0.1,42.27738,38.49738,90.85381,3.78,52.53499,0.125,0.13,1.96916,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,congestion,0.2,42.27738,38.49738,90.85381,3.78,52.53499,0.125,0.13,1.96916,0.0,0.0,0.0,4.0
nyc_queens,2,SAA,feas_drop,0.2,42.27738,38.49738,90.85381,3.78,52.53499,0.125,0.13,1.96916,0.0,0.0,0.0,4.0
nyc_queens,2,Q90C,demand_mean,0.1,45.32748,41.42248,97.75706,3.905,54.06786,0.065,0.07,1.25676,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,demand_mean,0.2,46.88703,42.84203,101.10719,4.045,57.92761,0.12,0.14,2.47196,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,demand_mean,0.3,48.99729,44.62229,105.30861,4.375,62.95366,0.225,0.305,5.43266,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,demand_var,0.25,43.93589,40.10089,94.63811,3.835,52.038,0.03,0.035,0.57176,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,demand_var,0.5,44.07863,40.19363,94.85697,3.885,52.84786,0.055,0.06,1.02442,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,congestion,0.1,43.84365,40.03865,94.49121,3.805,51.08418,0.02,0.02,0.26995,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,congestion,0.2,43.84365,40.03865,94.49121,3.805,51.08418,0.02,0.02,0.26995,0.0,0.0,0.0,5.0
nyc_queens,2,Q90C,feas_drop,0.2,43.84365,40.03865,94.49121,3.805,51.08418,0.02,0.02,0.26995,0.0,0.0,0.0,5.0
nyc_queens,2,RO,demand_mean,0.1,48.86832,45.18582,106.63853,3.6825,57.14855,0.015,0.02,0.44782,0.0,0.0,0.0,6.0
nyc_queens,2,RO,demand_mean,0.2,50.21716,46.47466,109.6802,3.7425,59.84124,0.045,0.05,1.15169,0.0,0.0,0.0,6.0
nyc_queens,2,RO,demand_mean,0.3,51.71071,47.86821,112.96898,3.8425,62.77344,0.095,0.1,2.33504,0.0,0.0,0.0,6.0
nyc_queens,2,RO,demand_var,0.25,47.61284,43.96034,103.74641,3.6525,55.27575,0.005,0.005,0.05814,0.0,0.0,0.0,6.0
nyc_queens,2,RO,demand_var,0.5,47.74726,44.05476,103.96923,3.6925,56.22461,0.02,0.025,0.50597,0.0,0.0,0.0,6.0
nyc_queens,2,RO,congestion,0.1,47.61275,43.96025,103.74619,3.6525,55.10766,0.005,0.005,0.05814,0.0,0.0,0.0,6.0
nyc_queens,2,RO,congestion,0.2,47.61275,43.96025,103.74619,3.6525,55.10766,0.005,0.005,0.05814,0.0,0.0,0.0,6.0
nyc_queens,2,RO,feas_drop,0.2,47.61275,43.96025,103.74619,3.6525,55.10766,0.005,0.005,0.05814,0.0,0.0,0.0,6.0
nyc_queens,2,DFR,demand_mean,0.1,44.42978,40.27978,95.06027,4.15,56.89702,0.245,0.315,4.66071,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,demand_mean,0.2,47.93572,42.88572,101.21029,5.05,65.06201,0.45,0.765,11.26713,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,demand_mean,0.3,52.24665,46.03665,108.64648,6.21,70.1211,0.685,1.345,20.54685,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,demand_var,0.25,42.49992,38.63992,91.19022,3.86,54.05193,0.15,0.17,2.66147,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,demand_var,0.5,42.61229,38.71229,91.36101,3.9,54.47948,0.17,0.19,3.00715,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,congestion,0.1,42.27738,38.49738,90.85381,3.78,52.53499,0.125,0.13,1.96916,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,congestion,0.2,42.27738,38.49738,90.85381,3.78,52.53499,0.125,0.13,1.96916,0.0,0.0,0.0,4.0
nyc_queens,2,DFR,feas_drop,0.2,42.27738,38.49738,90.85381,3.78,52.53499,0.125,0.13,1.96916,0.0,0.0,0.0,4.0
nyc_brooklyn,1,DET,demand_mean,0.1,35.01227,28.79977,67.96747,6.2125,54.2826,0.76,1.405,9.96208,0.0,0.0,0.02,4.0
nyc_brooklyn,1,DET,demand_mean,0.2,39.01452,31.15202,73.51877,7.8625,57.85826,0.9,2.23,17.27547,0.0,0.0,0.02,4.0
nyc_brooklyn,1,DET,demand_mean,0.3,43.61966,33.53716,79.14769,10.0825,67.67131,0.985,2.965,25.03229,0.0,0.0,0.03,4.0
nyc_brooklyn,1,DET,demand_var,0.25,31.05528,26.95278,63.60856,4.1025,42.79615,0.485,0.725,5.25606,0.0,0.0,0.005,4.0
nyc_brooklyn,1,DET,demand_var,0.5,31.52264,27.06014,63.86193,4.4625,46.3378,0.515,0.78,5.82783,0.0,0.0,0.01,4.0
nyc_brooklyn,1,DET,congestion,0.1,32.25167,26.81917,63.29324,5.4325,56.87409,0.46,0.64,4.54884,0.0,0.0,0.025,4.0
nyc_brooklyn,1,DET,congestion,0.2,34.74473,26.81223,63.27686,7.9325,81.22386,0.46,0.64,4.54884,0.0,0.0,0.055,4.0
nyc_brooklyn,1,DET,feas_drop,0.2,30.75411,26.82161,63.29899,3.9325,41.95862,0.46,0.64,4.54884,0.0,0.0,0.005,4.0
nyc_brooklyn,1,SAA,demand_mean,0.1,33.36767,28.38267,66.9831,4.985,45.5986,0.575,1.085,10.02691,0.0,0.0,0.0,5.0
nyc_brooklyn,1,SAA,demand_mean,0.2,37.27265,30.70765,72.47006,6.565,48.74914,0.81,1.875,16.9322,0.0,0.0,0.0,5.0
nyc_brooklyn,1,SAA,demand_mean,0.3,41.76129,33.35629,78.72084,8.405,51.32412,0.96,2.795,25.56486,0.0,0.0,0.0,5.0
nyc_brooklyn,1,SAA,demand_var,0.25,30.4653,26.5203,62.58791,3.945,41.29109,0.375,0.565,5.49498,0.0,0.0,0.0,5.0
nyc_brooklyn,1,SAA,demand_var,0.5,30.67499,26.61999,62.82317,4.055,42.13487,0.39,0.62,6.02617,0.0,0.0,0.0,5.0
nyc_brooklyn,1,SAA,congestion,0.1,30.33588,26.35088,62.18808,3.985,42.61264,0.315,0.46,4.65364,0.0,0.0,0.005,5.0
nyc_brooklyn,1,SAA,congestion,0.2,30.58447,26.34947,62.18475,4.235,45.09851,0.315,0.46,4.65364,0.0,0.0,0.005,5.0
nyc_brooklyn,1,SAA,feas_drop,0.2,30.08676,26.35176,62.19015,3.735,40.12141,0.315,0.46,4.65364,0.0,0.0,0.0,5.0
nyc_brooklyn,1,Q90C,demand_mean,0.1,29.67084,27.17084,64.12319,2.5,35.79697,0.06,0.07,0.82237,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,demand_mean,0.2,31.01051,28.21051,66.57682,2.8,38.62314,0.18,0.22,2.14608,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,demand_mean,0.3,33.07566,29.62566,69.91657,3.45,44.44599,0.35,0.545,5.2485,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,demand_var,0.25,28.75526,26.32526,62.12762,2.43,34.1349,0.03,0.035,0.41571,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,demand_var,0.5,28.86266,26.38266,62.26307,2.48,34.79466,0.055,0.06,0.69013,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,congestion,0.1,28.67923,26.27923,62.01897,2.4,33.69077,0.015,0.02,0.19513,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,congestion,0.2,28.67923,26.27923,62.01897,2.4,33.69077,0.015,0.02,0.19513,0.0,0.0,0.0,6.0
nyc_brooklyn,1,Q90C,feas_drop,0.2,28.67923,26.27923,62.01897,2.4,33.69077,0.015,0.02,0.19513,0.0,0.0,0.0,6.0
nyc_brooklyn,1,RO,demand_mean,0.1,32.99612,30.61112,72.24224,2.385,37.38923,0.005,0.005,0.04436,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,demand_mean,0.2,33.7044,31.2994,73.86659,2.405,38.31241,0.015,0.015,0.16163,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,demand_mean,0.3,34.51687,32.02187,75.5716,2.495,39.66957,0.05,0.06,0.43806,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,demand_var,0.25,32.33255,29.94755,70.67621,2.385,36.73639,0.005,0.005,0.04436,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,demand_var,0.5,32.33259,29.94759,70.67631,2.385,36.80146,0.005,0.005,0.04436,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,congestion,0.1,32.33251,29.94751,70.67612,2.385,36.66442,0.005,0.005,0.04436,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,congestion,0.2,32.33251,29.94751,70.67612,2.385,36.66442,0.005,0.005,0.04436,0.0,0.0,0.0,8.0
nyc_brooklyn,1,RO,feas_drop,0.2,32.33251,29.94751,70.67612,2.385,36.66442,0.005,0.005,0.04436,0.0,0.0,0.0,8.0
nyc_brooklyn,1,DFR,demand_mean,0.1,30.9635,27.2485,64.30647,3.715,40.44508,0.38,0.455,6.15261,0.0,0.0,0.0,5.0
nyc_brooklyn,1,DFR,demand_mean,0.2,33.5839,29.0789,68.62621,4.505,44.0726,0.57,0.85,10.91104,0.0,0.0,0.0,5.0
nyc_brooklyn,1,DFR,demand_mean,0.3,37.0477,31.3027,73.87436,5.745,47.37026,0.825,1.47,17.69747,0.0,0.0,0.0,5.0
nyc_brooklyn,1,DFR,demand_var,0.25,29.14845,25.83345,60.96695,3.315,37.07798,0.235,0.255,3.46128,0.0,0.0,0.0,5.0
nyc_brooklyn,1,DFR,demand_var,0.5,29.30588,25.93088,61.19689,3.375,37.71932,0.255,0.285,3.94404,0.0,0.0,0.0,5.0
nyc_brooklyn,1,DFR,congestion,0.1,29.13669,25.69169,60.63238,3.445,38.96762,0.18,0.195,2.77166,0.0,0.0,0.005,5.0
nyc_brooklyn,1,DFR,congestion,0.2,29.38527,25.69027,60.62905,3.695,41.4535,0.18,0.195,2.77166,0.0,0.0,0.005,5.0
nyc_brooklyn,1,DFR,feas_drop,0.2,28.88756,25.69256,60.63445,3.195,36.4764,0.18,0.195,2.77166,0.0,0.0,0.0,5.0
nyc_brooklyn,2,DET,demand_mean,0.1,33.89851,28.00351,66.08828,5.895,44.97199,0.835,1.43,15.99963,0.0,0.0,0.005,5.0
nyc_brooklyn,2,DET,demand_mean,0.2,36.67286,29.88786,70.53534,6.785,45.27073,0.95,2.0,21.37774,0.0,0.0,0.0,5.0
nyc_brooklyn,2,DET,demand_mean,0.3,39.87823,31.66323,74.72522,8.215,53.17044,0.98,2.465,26.23394,0.0,0.0,0.01,5.0
nyc_brooklyn,2,DET,demand_var,0.25,30.82771,26.00271,61.36639,4.825,42.98558,0.625,0.895,10.31899,0.0,0.0,0.005,5.0
nyc_brooklyn,2,DET,demand_var,0.5,30.84225,26.01725,61.4007,4.825,43.17931,0.625,0.895,10.43318,0.0,0.0,0.005,5.0
nyc_brooklyn,2,DET,congestion,0.1,31.44142,25.92642,61.18635,5.515,49.77898,0.615,0.865,9.91207,0.0,0.0,0.01,5.0
