family,rep,seed,policy,E_cost,E_fuel,E_emission,E_late_min,P_late,P_defer,P_trigger,n_veh,arc_shortfall_share,pct_low,pct_med,pct_high,secs
solomon_c101,4,1,fixed_med,493.978,416.201,982.234,1013.887,1.0,0.0,0.27,16,0.4525,0.0,100.0,0.0,20.0
solomon_c101,4,1,fixed_high,516.186,452.162,1067.103,434.772,1.0,0.0,0.31,15,0.7203,0.0,0.0,100.0,20.0
solomon_c101,4,1,opt_nofeas,439.878,384.959,908.502,789.885,1.0,0.005,0.26,17,0.2479,79.5,20.5,0.0,20.0
solomon_c101,4,1,opt_full,451.383,408.943,965.106,568.7,1.0,0.0,0.265,18,0.2248,88.1,11.9,0.0,20.0
solomon_c101,4,2,fixed_low,432.348,402.321,949.477,348.889,1.0,0.005,0.32,18,0.1956,100.0,0.0,0.0,20.0
solomon_c101,4,2,fixed_med,499.339,416.059,981.898,1115.553,1.0,0.0,0.195,19,0.453,0.0,100.0,0.0,20.0
solomon_c101,4,2,fixed_high,543.316,466.884,1101.846,656.996,1.0,0.0,0.46,16,0.7254,0.0,0.0,100.0,20.0
solomon_c101,4,2,opt_nofeas,419.837,380.353,897.634,491.42,1.0,0.0,0.415,16,0.233,85.3,14.7,0.0,20.0
solomon_c101,4,2,opt_full,434.673,392.605,926.547,562.315,1.0,0.0,0.22,19,0.2241,89.1,10.9,0.0,20.0
solomon_c101,4,3,fixed_low,506.151,400.867,946.046,1850.93,1.0,0.0,0.45,16,0.195,100.0,0.0,0.0,20.0
solomon_c101,4,3,fixed_med,591.918,381.498,900.336,3629.349,1.0,0.02,0.685,11,0.4501,0.0,100.0,0.0,20.0
solomon_c101,4,3,fixed_high,587.37,489.461,1155.127,1088.884,1.0,0.0,0.495,15,0.7257,0.0,0.0,100.0,20.0
solomon_c101,4,3,opt_nofeas,476.116,407.095,960.744,1094.63,1.0,0.0,0.32,17,0.2297,87.3,12.7,0.0,20.0
solomon_c101,4,3,opt_full,434.152,392.415,926.099,560.244,1.0,0.0,0.275,18,0.2206,90.7,9.3,0.0,20.0
solomon_c101,4,4,fixed_low,450.966,423.293,998.971,306.159,1.0,0.0,0.275,19,0.1959,100.0,0.0,0.0,20.0
solomon_c101,4,4,fixed_med,497.953,444.273,1048.484,507.642,1.0,0.015,0.28,19,0.4499,0.0,100.0,0.0,20.0
solomon_c101,4,4,fixed_high,575.246,512.569,1209.663,369.602,1.0,0.005,0.49,18,0.7254,0.0,0.0,100.0,20.0
solomon_c101,4,4,opt_nofeas,455.542,399.359,942.488,837.71,1.0,0.0,0.21,18,0.2339,85.6,14.4,0.0,20.0
solomon_c101,4,4,opt_full,501.859,375.393,885.927,2221.416,1.0,0.005,0.435,15,0.2408,81.7,18.3,0.0,20.0
solomon_c101,5,0,fixed_low,430.722,380.448,897.856,743.384,1.0,0.0,0.275,18,0.2091,100.0,0.0,0.0,20.0
solomon_c101,5,0,fixed_med,454.059,408.773,964.705,316.274,1.0,0.0,0.405,18,0.4797,0.0,100.0,0.0,20.0
solomon_c101,5,0,fixed_high,563.0,467.943,1104.346,982.475,1.0,0.0,0.51,16,0.7664,0.0,0.0,100.0,20.0
solomon_c101,5,0,opt_nofeas,433.992,395.652,933.74,438.702,1.0,0.0,0.345,18,0.2613,80.0,20.0,0.0,20.0
solomon_c101,5,0,opt_full,477.473,412.685,973.937,1007.759,1.0,0.0,0.335,17,0.2309,92.3,7.7,0.0,20.0
solomon_c101,5,1,fixed_low,437.912,399.358,942.486,511.968,1.0,0.0,0.17,21,0.2079,100.0,0.0,0.0,20.0
solomon_c101,5,1,fixed_med,441.673,400.402,944.948,252.934,1.0,0.0,0.2,17,0.4806,0.0,100.0,0.0,20.0
solomon_c101,5,1,fixed_high,524.351,458.852,1082.89,402.134,1.0,0.0,0.22,17,0.7664,0.0,0.0,100.0,20.0
solomon_c101,5,1,opt_nofeas,424.121,387.525,914.56,422.758,1.0,0.0,0.195,19,0.2514,83.3,16.7,0.0,20.0
solomon_c101,5,1,opt_full,459.536,423.948,1000.517,424.564,1.0,0.0,0.185,19,0.2341,89.3,10.7,0.0,20.0
solomon_c101,5,2,fixed_low,473.653,413.175,975.094,941.299,1.0,0.0,0.47,17,0.2047,100.0,0.0,0.0,20.0
solomon_c101,5,2,fixed_med,537.41,407.188,960.963,2021.895,1.0,0.0,0.51,14,0.4801,0.0,100.0,0.0,20.0
solomon_c101,5,2,fixed_high,573.218,496.783,1172.407,594.816,1.0,0.0,0.23,20,0.7684,0.0,0.0,100.0,20.0
solomon_c101,5,2,opt_nofeas,423.567,391.504,923.949,328.056,1.0,0.0,0.255,20,0.2507,84.8,15.2,0.0,20.0
solomon_c101,5,2,opt_full,411.734,368.995,870.827,566.537,1.0,0.0,0.205,20,0.2324,90.8,9.2,0.0,20.0
solomon_c101,5,3,fixed_low,424.762,388.268,916.312,462.58,1.0,0.0,0.27,21,0.2087,100.0,0.0,0.0,20.0
solomon_c101,5,3,fixed_med,452.548,400.183,944.433,448.551,1.0,0.01,0.305,19,0.4789,0.0,100.0,0.0,20.0
solomon_c101,5,3,fixed_high,599.712,541.183,1277.193,244.579,1.0,0.0,0.3,19,0.7647,0.0,0.0,100.0,20.0
solomon_c101,5,3,opt_nofeas,466.737,371.44,876.598,1583.539,1.0,0.0,0.47,14,0.2547,84.2,15.8,0.0,20.0
solomon_c101,5,3,opt_full,435.312,409.077,965.423,251.401,1.0,0.0,0.14,20,0.2223,95.0,5.0,0.0,20.0
solomon_c101,5,4,fixed_low,415.816,370.919,875.368,640.038,1.0,0.0,0.14,18,0.2123,100.0,0.0,0.0,20.0
solomon_c101,5,4,fixed_med,487.211,441.28,1041.422,323.309,1.0,0.0,0.18,22,0.4807,0.0,100.0,0.0,20.0
solomon_c101,5,4,fixed_high,564.438,496.581,1171.93,431.799,1.0,0.0,0.25,19,0.7665,0.0,0.0,100.0,20.0
solomon_c101,5,4,opt_nofeas,492.865,393.741,929.228,1629.426,1.0,0.01,0.315,17,0.2787,74.4,25.6,0.0,20.0
solomon_c101,5,4,opt_full,442.757,396.931,936.757,595.714,1.0,0.0,0.26,19,0.2565,82.4,17.6,0.0,20.0
solomon_r202,1,0,fixed_low,325.528,308.705,728.543,66.114,1.0,0.0,0.0,17,0.2311,100.0,0.0,0.0,20.0
solomon_r202,1,0,fixed_med,369.976,333.804,787.777,152.653,1.0,0.0,0.0,16,0.4921,0.0,100.0,0.0,20.0
solomon_r202,1,0,fixed_high,439.973,391.622,924.228,103.368,1.0,0.01,0.0,15,0.7423,0.0,0.0,100.0,20.0
solomon_r202,1,0,opt_nofeas,356.463,334.353,789.073,133.862,1.0,0.0,0.0,16,0.2658,85.1,14.9,0.0,20.0
solomon_r202,1,0,opt_full,342.174,320.044,755.304,152.704,1.0,0.0,0.0,14,0.2543,89.1,10.9,0.0,20.0
solomon_r202,1,1,fixed_low,336.726,309.709,730.914,218.831,1.0,0.065,0.0,14,0.225,100.0,0.0,0.0,20.0
solomon_r202,1,1,fixed_med,370.054,332.121,783.806,200.5,1.0,0.0,0.0,14,0.4896,0.0,100.0,0.0,20.0
solomon_r202,1,1,fixed_high,443.713,386.646,912.485,283.543,1.0,0.0,0.0,15,0.7459,0.0,0.0,100.0,20.0
solomon_r202,1,1,opt_nofeas,348.139,328.103,774.322,101.625,1.0,0.0,0.0,14,0.2624,85.8,14.2,0.0,20.0
solomon_r202,1,1,opt_full,354.84,327.857,773.743,254.458,1.0,0.0,0.0,17,0.2438,94.1,5.9,0.0,20.0
solomon_r202,1,2,fixed_low,337.236,316.935,747.968,142.81,1.0,0.0,0.0,15,0.2289,100.0,0.0,0.0,20.0
solomon_r202,1,2,fixed_med,387.235,339.827,801.992,391.505,1.0,0.0,0.0,14,0.4883,0.0,100.0,0.0,20.0
solomon_r202,1,2,fixed_high,457.882,402.812,950.635,247.56,1.0,0.005,0.0,14,0.7446,0.0,0.0,100.0,20.0
solomon_r202,1,2,opt_nofeas,341.093,325.606,768.43,35.446,1.0,0.0,0.0,15,0.2385,94.9,5.1,0.0,20.0
solomon_r202,1,2,opt_full,344.113,311.708,735.631,363.542,1.0,0.0,0.0,13,0.2518,89.8,10.2,0.0,20.0
solomon_r202,1,3,fixed_low,323.156,304.837,719.416,100.073,1.0,0.0,0.0,16,0.2296,100.0,0.0,0.0,20.0
solomon_r202,1,3,fixed_med,362.056,326.193,769.815,145.262,1.0,0.015,0.0,13,0.4929,0.0,100.0,0.0,20.0
solomon_r202,1,3,fixed_high,467.286,421.128,993.863,62.757,1.0,0.0,0.0,15,0.7482,0.0,0.0,100.0,20.0
solomon_r202,1,3,opt_nofeas,347.288,323.765,764.085,194.158,1.0,0.0,0.0,16,0.2382,93.3,6.7,0.0,20.0
solomon_r202,1,3,opt_full,352.17,334.15,788.594,88.246,1.0,0.0,0.0,16,0.2346,96.6,3.4,0.0,20.0
solomon_r202,1,4,fixed_low,322.355,296.519,699.785,257.329,1.0,0.0,0.0,13,0.2296,100.0,0.0,0.0,20.0
solomon_r202,1,4,fixed_med,369.014,326.096,769.587,296.103,1.0,0.0,0.0,14,0.4932,0.0,100.0,0.0,20.0
solomon_r202,1,4,fixed_high,449.277,398.77,941.098,146.388,1.0,0.0,0.0,16,0.7446,0.0,0.0,100.0,20.0
solomon_r202,1,4,opt_nofeas,353.277,333.126,786.178,84.811,1.0,0.01,0.0,16,0.2657,86.6,13.4,0.0,20.0
solomon_r202,1,4,opt_full,352.194,332.703,785.18,81.707,1.0,0.0,0.0,17,0.2633,87.3,12.7,0.0,20.0
solomon_r202,2,0,fixed_low,345.637,330.975,781.1,41.938,1.0,0.0,0.0,15,0.2185,100.0,0.0,0.0,20.0
solomon_r202,2,0,fixed_med,364.509,334.863,790.277,41.171,1.0,0.0,0.0,14,0.484,0.0,100.0,0.0,20.0
solomon_r202,2,0,fixed_high,466.492,412.713,974.002,221.177,1.0,0.0,0.0,15,0.743,0.0,0.0,100.0,20.0
solomon_r202,2,0,opt_nofeas,348.363,326.177,769.777,145.027,1.0,0.015,0.0,16,0.2446,89.1,10.9,0.0,20.0
solomon_r202,2,0,opt_full,366.301,350.253,826.598,43.158,1.0,0.0,0.0,17,0.2374,93.2,6.8,0.0,20.0
solomon_r202,2,1,fixed_low,331.312,306.173,722.567,248.338,1.0,0.005,0.0,13,0.2208,100.0,0.0,0.0,20.0
solomon_r202,2,1,fixed_med,379.47,350.227,826.536,27.952,1.0,0.0,0.0,15,0.4843,0.0,100.0,0.0,20.0
solomon_r202,2,1,fixed_high,413.41,360.153,849.961,214.947,1.0,0.0,0.0,14,0.7458,0.0,0.0,100.0,20.0
solomon_r202,2,1,opt_nofeas,366.768,351.092,828.578,50.07,1.0,0.0,0.0,15,0.2291,95.8,4.2,0.0,20.0
solomon_r202,2,1,opt_full,362.695,346.026,816.621,62.578,1.0,0.0,0.0,16,0.2334,95.8,4.2,0.0,20.0
solomon_r202,2,2,fixed_low,342.566,318.839,752.461,218.034,1.0,0.005,0.0,14,0.2206,100.0,0.0,0.0,20.0
solomon_r202,2,2,fixed_med,402.052,363.916,858.841,214.221,1.0,0.0,0.0,13,0.4854,0.0,100.0,0.0,20.0
solomon_r202,2,2,fixed_high,445.067,397.688,938.543,92.078,1.0,0.0,0.0,15,0.7439,0.0,0.0,100.0,20.0
solomon_r202,2,2,opt_nofeas,361.304,345.453,815.27,29.814,1.0,0.0,0.0,16,0.2476,89.8,10.2,0.0,20.0
solomon_r202,2,2,opt_full,371.818,347.764,820.724,166.428,1.0,0.03,0.0,15,0.2432,91.5,8.5,0.0,20.0
solomon_r202,2,3,fixed_low,325.476,306.455,723.234,127.812,1.0,0.0,0.0,15,0.2197,100.0,0.0,0.0,20.0
solomon_r202,2,3,fixed_med,387.818,356.16,840.537,66.721,1.0,0.0,0.0,17,0.4841,0.0,100.0,0.0,20.0
solomon_r202,2,3,fixed_high,486.654,417.866,986.164,517.203,1.0,0.0,0.0,15,0.7466,0.0,0.0,100.0,20.0
solomon_r202,2,3,opt_nofeas,344.628,328.618,775.538,53.857,1.0,0.0,0.0,17,0.2276,94.9,5.1,0.0,20.0
solomon_r202,2,3,opt_full,365.918,341.304,805.477,223.528,1.0,0.0,0.0,17,0.2297,96.6,3.4,0.0,20.0
solomon_r202,2,4,fixed_low,335.025,307.081,724.711,307.227,1.0,0.0,0.0,14,0.2207,100.0,0.0,0.0,20.0
solomon_r202,2,4,fixed_med,372.956,338.264,798.302,134.891,1.0,0.005,0.0,14,0.4859,0.0,100.0,0.0,20.0
solomon_r202,2,4,fixed_high,457.831,404.35,954.267,228.159,1.0,0.0,0.0,13,0.7446,0.0,0.0,100.0,20.0
solomon_r202,2,4,opt_nofeas,359.409,334.122,788.528,193.35,1.0,0.0,0.0,17,0.267,81.4,18.6,0.0,20.0
solomon_r202,2,4,opt_full,368.205,345.221,814.721,179.295,1.0,0.0,0.0,15,0.2438,93.2,6.8,0.0,20.0
solomon_r202,3,0,fixed_low,341.863,322.814,761.84,103.599,1.0,0.0,0.0,15,0.2412,100.0,0.0,0.0,20.0
solomon_r202,3,0,fixed_med,376.068,335.566,791.935,220.395,1.0,0.0,0.0,15,0.5127,0.0,100.0,0.0,20.0
solomon_r202,3,0,fixed_high,471.98,416.886,983.852,207.272,1.0,0.0,0.0,16,0.7712,0.0,0.0,100.0,20.0
solomon_r202,3,0,opt_nofeas,364.422,340.479,803.529,148.621,1.0,0.0,0.0,17,0.2823,85.6,14.4,0.0,20.0
solomon_r202,3,0,opt_full,333.272,310.146,731.944,159.128,1.0,0.005,0.0,14,0.2618,93.3,6.7,0.0,20.0
solomon_r202,3,1,fixed_low,319.443,300.976,710.304,91.625,1.0,0.0,0.0,15,0.2415,100.0,0.0,0.0,20.0
solomon_r202,3,1,fixed_med,380.43,341.484,805.902,185.877,1.0,0.0,0.0,16,0.5113,0.0,100.0,0.0,20.0
solomon_r202,3,1,fixed_high,459.95,407.779,962.358,181.622,1.0,0.0,0.0,12,0.7695,0.0,0.0,100.0,20.0
solomon_r202,3,1,opt_nofeas,363.281,342.414,808.097,96.393,1.0,0.0,0.0,18,0.272,89.1,10.9,0.0,20.0
solomon_r202,3,1,opt_full,363.664,345.938,816.414,35.772,1.0,0.0,0.0,16,0.2748,87.3,12.7,0.0,20.0
solomon_r202,3,2,fixed_low,330.827,312.495,737.489,89.488,1.0,0.0,0.0,15,0.241,100.0,0.0,0.0,20.0
solomon_r202,3,2,fixed_med,391.407,354.086,835.642,162.57,1.0,0.0,0.0,14,0.5121,0.0,100.0,0.0,20.0
solomon_r202,3,2,fixed_high,435.261,377.839,891.701,270.073,1.0,0.0,0.0,14,0.7705,0.0,0.0,100.0,20.0
solomon_r202,3,2,opt_nofeas,337.194,316.982,748.077,91.594,1.0,0.0,0.0,16,0.2695,89.8,10.2,0.0,20.0
solomon_r202,3,2,opt_full,349.96,330.641,780.313,75.531,1.0,0.0,0.0,16,0.268,89.8,10.2,0.0,20.0
solomon_r202,3,3,fixed_low,328.826,305.411,720.769,199.262,1.0,0.0,0.0,15,0.234,100.0,0.0,0.0,20.0
solomon_r202,3,3,fixed_med,397.69,363.925,858.863,78.995,1.0,0.01,0.0,15,0.5098,0.0,100.0,0.0,20.0
solomon_r202,3,3,fixed_high,465.319,410.879,969.674,207.949,1.0,0.0,0.0,14,0.7727,0.0,0.0,100.0,20.0
solomon_r202,3,3,opt_nofeas,362.078,337.965,797.597,168.512,1.0,0.01,0.0,15,0.2641,91.5,8.5,0.0,20.0
solomon_r202,3,3,opt_full,371.461,351.385,829.269,102.81,1.0,0.0,0.0,16,0.2575,94.9,5.1,0.0,20.0
solomon_r202,3,4,fixed_low,332.998,315.583,744.776,68.487,1.0,0.0,0.0,16,0.2412,100.0,0.0,0.0,20.0
solomon_r202,3,4,fixed_med,378.612,340.957,804.66,164.334,1.0,0.0,0.0,14,0.5164,0.0,100.0,0.0,20.0
solomon_r202,3,4,fixed_high,473.94,422.06,996.061,109.315,1.0,0.025,0.0,17,0.7721,0.0,0.0,100.0,20.0
solomon_r202,3,4,opt_nofeas,349.038,327.152,772.078,133.775,1.0,0.0,0.0,17,0.2598,92.4,7.6,0.0,20.0
solomon_r202,3,4,opt_full,353.965,334.768,790.052,67.433,1.0,0.005,0.0,18,0.264,91.5,8.5,0.0,20.0
solomon_r202,4,0,fixed_low,335.349,321.789,759.422,37.855,1.0,0.0,0.0,16,0.2012,100.0,0.0,0.0,20.0
solomon_r202,4,0,fixed_med,362.973,326.114,769.629,210.792,1.0,0.0,0.0,14,0.4618,0.0,100.0,0.0,20.0
solomon_r202,4,0,fixed_high,443.616,394.813,931.76,161.506,1.0,0.0,0.0,13,0.7208,0.0,0.0,100.0,20.0
solomon_r202,4,0,opt_nofeas,354.114,328.81,775.991,235.192,1.0,0.0,0.0,15,0.2356,87.3,12.7,0.0,20.0
solomon_r202,4,0,opt_full,333.953,312.007,736.337,174.503,1.0,0.0,0.0,15,0.2299,87.4,12.6,0.0,20.0
solomon_r202,4,1,fixed_low,349.608,336.066,793.116,36.338,1.0,0.0,0.0,14,0.2057,100.0,0.0,0.0,20.0
solomon_r202,4,1,fixed_med,358.182,326.703,771.02,91.277,1.0,0.0,0.0,17,0.4601,0.0,100.0,0.0,20.0
solomon_r202,4,1,fixed_high,445.829,395.226,932.734,178.048,1.0,0.0,0.0,16,0.719,0.0,0.0,100.0,20.0
solomon_r202,4,1,opt_nofeas,373.857,359.43,848.256,21.979,1.0,0.0,0.0,18,0.2259,90.8,9.2,0.0,20.0
solomon_r202,4,1,opt_full,352.454,331.943,783.386,152.42,1.0,0.0,0.0,16,0.2222,92.4,7.6,0.0,20.0
solomon_r202,4,2,fixed_low,321.564,301.289,711.042,171.307,1.0,0.0,0.0,15,0.2037,100.0,0.0,0.0,20.0
solomon_r202,4,2,fixed_med,395.992,357.235,843.074,242.691,1.0,0.0,0.0,16,0.459,0.0,100.0,0.0,20.0
solomon_r202,4,2,fixed_high,443.215,397.95,939.162,82.859,1.0,0.0,0.0,14,0.7214,0.0,0.0,100.0,20.0
solomon_r202,4,2,opt_nofeas,327.427,308.05,726.998,105.235,1.0,0.015,0.0,13,0.2365,86.7,13.3,0.0,20.0
solomon_r202,4,2,opt_full,360.641,339.111,800.303,175.593,1.0,0.0,0.0,14,0.2237,92.4,7.6,0.0,20.0
solomon_r202,4,3,fixed_low,335.745,319.713,754.523,86.381,1.0,0.0,0.0,16,0.2019,100.0,0.0,0.0,20.0
solomon_r202,4,3,fixed_med,367.167,334.741,789.989,114.616,1.0,0.0,0.0,16,0.4603,0.0,100.0,0.0,20.0
solomon_r202,4,3,fixed_high,442.772,389.678,919.641,225.863,1.0,0.01,0.0,15,0.7183,0.0,0.0,100.0,20.0
solomon_r202,4,3,opt_nofeas,329.599,308.418,727.866,141.214,1.0,0.0,0.0,15,0.2456,83.9,16.1,0.0,20.0
solomon_r202,4,3,opt_full,343.231,329.155,776.806,23.27,1.0,0.0,0.0,17,0.2207,92.4,7.6,0.0,20.0
solomon_r202,4,4,fixed_low,328.497,310.879,733.675,125.643,1.0,0.0,0.0,14,0.1989,100.0,0.0,0.0,20.0
solomon_r202,4,4,fixed_med,394.677,362.92,856.491,95.688,1.0,0.0,0.0,18,0.4572,0.0,100.0,0.0,20.0
solomon_r202,4,4,fixed_high,470.088,423.775,1000.11,106.406,1.0,0.0,0.0,14,0.7192,0.0,0.0,100.0,20.0
solomon_r202,4,4,opt_nofeas,350.718,336.047,793.071,33.421,1.0,0.0,0.0,18,0.2203,93.3,6.7,0.0,20.0
solomon_r202,4,4,opt_full,354.175,325.947,769.236,269.845,1.0,0.005,0.0,16,0.2497,82.2,17.8,0.0,20.0
solomon_r202,5,0,fixed_low,336.73,316.975,748.061,150.15,1.0,0.0,0.0,14,0.2149,100.0,0.0,0.0,20.0
solomon_r202,5,0,fixed_med,408.647,378.645,893.602,53.752,1.0,0.0,0.0,16,0.4709,0.0,100.0,0.0,20.0
solomon_r202,5,0,fixed_high,452.732,401.333,947.147,175.28,1.0,0.01,0.0,15,0.7328,0.0,0.0,100.0,20.0
solomon_r202,5,0,opt_nofeas,342.582,319.933,755.042,171.58,1.0,0.0,0.0,16,0.2426,88.1,11.9,0.0,20.0
solomon_r202,5,0,opt_full,372.318,346.889,818.657,211.293,1.0,0.015,0.0,15,0.2455,89.8,10.2,0.0,20.0
solomon_r202,5,1,fixed_low,336.681,320.869,757.251,72.928,1.0,0.0,0.0,15,0.2116,100.0,0.0,0.0,20.0
solomon_r202,5,1,fixed_med,367.69,334.47,789.348,117.798,1.0,0.0,0.0,15,0.4753,0.0,100.0,0.0,20.0
solomon_r202,5,1,fixed_high,437.806,394.72,931.539,12.274,0.73,0.0,0.0,16,0.7323,0.0,0.0,100.0,20.0
solomon_r202,5,1,opt_nofeas,353.039,329.17,776.841,193.235,1.0,0.0,0.0,14,0.2493,86.4,13.6,0.0,20.0
solomon_r202,5,1,opt_full,351.22,331.999,783.518,129.658,1.0,0.0,0.0,16,0.2196,95.8,4.2,0.0,20.0
solomon_r202,5,2,fixed_low,346.324,328.227,774.615,67.798,1.0,0.045,0.0,15,0.2167,100.0,0.0,0.0,20.0
solomon_r202,5,2,fixed_med,396.632,365.124,861.692,68.019,1.0,0.0,0.0,18,0.4764,0.0,100.0,0.0,20.0
solomon_r202,5,2,fixed_high,435.193,381.248,899.745,235.155,1.0,0.0,0.0,15,0.7337,0.0,0.0,100.0,20.0
solomon_r202,5,2,opt_nofeas,360.859,328.94,776.299,346.712,1.0,0.0,0.0,16,0.2514,86.4,13.6,0.0,20.0
solomon_r202,5,2,opt_full,350.63,332.685,785.137,93.497,1.0,0.0,0.0,15,0.2308,95.0,5.0,0.0,20.0
solomon_r202,5,3,fixed_low,338.806,321.723,759.267,94.598,1.0,0.0,0.0,16,0.213,100.0,0.0,0.0,20.0
solomon_r202,5,3,fixed_med,389.07,356.868,842.209,90.438,1.0,0.0,0.0,17,0.4732,0.0,100.0,0.0,20.0
solomon_r202,5,3,fixed_high,480.674,431.766,1018.969,132.156,1.0,0.01,0.0,14,0.7333,0.0,0.0,100.0,20.0
solomon_r202,5,3,opt_nofeas,364.9,341.132,805.072,201.164,1.0,0.005,0.0,13,0.2382,90.7,9.3,0.0,20.0
solomon_r202,5,3,opt_full,348.701,327.776,773.55,150.812,1.0,0.0,0.0,15,0.2328,94.9,5.1,0.0,20.0
solomon_r202,5,4,fixed_low,339.889,322.554,761.228,93.199,1.0,0.0,0.0,15,0.2204,100.0,0.0,0.0,20.0
solomon_r202,5,4,fixed_med,370.85,336.669,794.539,143.432,1.0,0.005,0.0,12,0.4779,0.0,100.0,0.0,20.0
solomon_r202,5,4,fixed_high,444.826,391.995,925.108,221.376,1.0,0.0,0.0,14,0.7327,0.0,0.0,100.0,20.0
solomon_r202,5,4,opt_nofeas,354.996,333.306,786.602,142.908,1.0,0.015,0.0,16,0.2378,90.8,9.2,0.0,20.0
solomon_r202,5,4,opt_full,351.423,336.828,794.913,25.419,1.0,0.0,0.0,16,0.2297,94.1,5.9,0.0,20.0
